#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species H as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.055454 eV
#      Energy (eV)         total dos     l= 0              l= 1
       -3.82601494        0.00790153        0.00748411        0.00041742
       -3.80932045        0.00882655        0.00839810        0.00042845
       -3.79262596        0.00960275        0.00918879        0.00041396
       -3.77593146        0.01084531        0.01042865        0.00041666
       -3.75923697        0.01404193        0.01353037        0.00051156
       -3.74254248        0.02040188        0.01967492        0.00072696
       -3.72584799        0.02938537        0.02845807        0.00092730
       -3.70915350        0.04647278        0.04526572        0.00120705
       -3.69245901        0.07537072        0.07370789        0.00166282
       -3.67576452        0.11143080        0.10928302        0.00214777
       -3.65907003        0.20782360        0.20416336        0.00366024
       -3.64237554        0.40499592        0.39833414        0.00666177
       -3.62568105        0.81702242        0.80411380        0.01290862
       -3.60898656        2.02365845        1.99288820        0.03077025
       -3.59229207        8.28127975        8.15084355        0.13043621
       -3.57559758       16.74237020       16.49806594        0.24430427
       -3.55890308       47.74239480       47.05436058        0.68803422
       -3.54220859       54.19755624       53.29303619        0.90452005
       -3.52551410       65.08756920       64.17533091        0.91223829
       -3.50881961       61.77087081       60.85383001        0.91704080
       -3.49212512       68.99823012       68.19150338        0.80672674
       -3.47543063       57.99461398       57.46389470        0.53071927
       -3.45873614       51.33836723       50.95082081        0.38754642
       -3.44204165       47.66573923       47.32160795        0.34413128
       -3.42534716       39.52806861       39.25229468        0.27577392
       -3.40865267       16.59635904       16.45237431        0.14398473
       -3.39195818        5.62470598        5.56359152        0.06111446
       -3.37526369        2.35428795        2.32007999        0.03420796
       -3.35856919        1.08977992        1.07053553        0.01924440
       -3.34187470        0.62566649        0.61103521        0.01463128
       -3.32518021        0.37172462        0.35769566        0.01402896
       -3.30848572        0.17847729        0.16870240        0.00977490
       -3.29179123        0.11929498        0.10871957        0.01057542
       -3.27509674        0.13725915        0.12373678        0.01352236
       -3.25840225        0.12186369        0.10948150        0.01238219
       -3.24170776        0.16096266        0.14417452        0.01678814
       -3.22501327        0.25613513        0.22548497        0.03065016
       -3.20831878        0.12555669        0.11158795        0.01396874
       -3.19162429        0.11423202        0.10022117        0.01401085
       -3.17492980        0.23141628        0.19962464        0.03179164
       -3.15823530        0.24407968        0.21025527        0.03382441
       -3.14154081        0.17294085        0.14823825        0.02470259
       -3.12484632        0.12905133        0.11092170        0.01812964
       -3.10815183        0.11596934        0.09977701        0.01619233
       -3.09145734        0.13917364        0.11868345        0.02049018
       -3.07476285        0.12130583        0.10258530        0.01872054
       -3.05806836        0.09122659        0.07734320        0.01388339
       -3.04137387        0.14251844        0.12013655        0.02238189
       -3.02467938        0.08739187        0.07280892        0.01458295
       -3.00798489        0.12298530        0.10223445        0.02075085
       -2.99129040        0.20500609        0.17068330        0.03432279
       -2.97459591        0.09076015        0.07590184        0.01485830
       -2.95790141        0.28393256        0.23573401        0.04819855
       -2.94120692        0.14574815        0.11976877        0.02597938
       -2.92451243        0.11681563        0.09613984        0.02067579
       -2.90781794        0.08076961        0.06634662        0.01442299
       -2.89112345        0.19278526        0.15788939        0.03489587
       -2.87442896        0.17265363        0.14200190        0.03065173
       -2.85773447        0.23788125        0.19523687        0.04264438
       -2.84103998        0.26185580        0.21555065        0.04630516
       -2.82434549        0.23526792        0.19246787        0.04280005
       -2.80765100        0.17037292        0.13918403        0.03118889
       -2.79095651        0.10038177        0.08195351        0.01842827
       -2.77426202        0.12595880        0.10277007        0.02318873
       -2.75756752        0.15698432        0.12813966        0.02884466
       -2.74087303        0.11017104        0.08980642        0.02036462
       -2.72417854        0.07419246        0.05977910        0.01441337
       -2.70748405        0.07738530        0.06166511        0.01572019
       -2.69078956        0.06622544        0.05252467        0.01370077
       -2.67409507        0.10137975        0.08122020        0.02015955
       -2.65740058        0.18664828        0.15112269        0.03552559
       -2.64070609        0.24759577        0.20166995        0.04592582
       -2.62401160        0.36294760        0.29607868        0.06686892
       -2.60731711        0.41751286        0.33906516        0.07844771
       -2.59062262        0.78176611        0.62759166        0.15417445
       -2.57392813        0.54432484        0.43798355        0.10634129
       -2.55723364        0.63321529        0.50852330        0.12469199
       -2.54053914        0.68870085        0.55216132        0.13653953
       -2.52384465        0.59485284        0.47294093        0.12191190
       -2.50715016        0.85505935        0.67406246        0.18099689
       -2.49045567        0.37467671        0.29190852        0.08276819
       -2.47376118        0.41291209        0.31936998        0.09354210
       -2.45706669        0.37992186        0.29623992        0.08368194
       -2.44037220        0.35860232        0.27743018        0.08117214
       -2.42367771        0.29570687        0.22767758        0.06802929
       -2.40698322        0.19454621        0.15012329        0.04442293
       -2.39028873        0.31594773        0.24374460        0.07220313
       -2.37359424        0.54611230        0.42537520        0.12073710
       -2.35689975        0.62672172        0.48916507        0.13755664
       -2.34020525        0.48704412        0.37861186        0.10843226
       -2.32351076        0.44773841        0.34444792        0.10329049
       -2.30681627        0.36517143        0.27936057        0.08581085
       -2.29012178        0.41853406        0.32058872        0.09794534
       -2.27342729        0.32571676        0.24975815        0.07595861
       -2.25673280        0.22489471        0.17579438        0.04910034
       -2.24003831        0.49838693        0.38758348        0.11080345
       -2.22334382        0.65981926        0.51429679        0.14552248
       -2.20664933        0.40807584        0.32036161        0.08771423
       -2.18995484        0.34449849        0.27115857        0.07333992
       -2.17326035        0.34412612        0.27098151        0.07314460
       -2.15656586        0.44833663        0.34950508        0.09883155
       -2.13987136        0.64266507        0.49828548        0.14437959
       -2.12317687        0.99560191        0.76340577        0.23219614
       -2.10648238        0.28209421        0.21610192        0.06599229
       -2.08978789        0.72670085        0.56482524        0.16187561
       -2.07309340        0.68776622        0.53709955        0.15066667
       -2.05639891        1.05349846        0.82342851        0.23006995
       -2.03970442        0.87357589        0.68024553        0.19333037
       -2.02300993        0.78008539        0.60581829        0.17426710
       -2.00631544        0.84919541        0.65721110        0.19198432
       -1.98962095        0.65336997        0.50272187        0.15064810
       -1.97292646        0.48690683        0.37286409        0.11404274
       -1.95623197        0.65432005        0.49970588        0.15461416
       -1.93953747        0.55689336        0.42495023        0.13194313
       -1.92284298        0.58460090        0.44359868        0.14100222
       -1.90614849        0.62751955        0.47176517        0.15575439
       -1.88945400        0.42282760        0.31711677        0.10571083
       -1.87275951        0.50170640        0.37864587        0.12306053
       -1.85606502        0.55906606        0.42169295        0.13737310
       -1.83937053        0.66232630        0.49472933        0.16759696
       -1.82267604        1.37231430        1.02428901        0.34802529
       -1.80598155        0.82913236        0.58710157        0.24203079
       -1.78928706        0.88160852        0.56243511        0.31917341
       -1.77259257        1.84085345        1.00979095        0.83106250
       -1.75589808        2.64173720        1.21188098        1.42985623
       -1.73920359        5.07786758        2.15939032        2.91847727
       -1.72250909        1.77219164        0.75788946        1.01430218
       -1.70581460        2.18660199        1.08672796        1.09987403
       -1.68912011        2.04217407        0.90498549        1.13718858
       -1.67242562        3.16474159        1.42988081        1.73486078
       -1.65573113        2.49045876        1.31855188        1.17190688
       -1.63903664        3.14344996        1.90492455        1.23852541
       -1.62234215        3.80966955        2.35891490        1.45075465
       -1.60564766        1.57655120        1.03496209        0.54158912
       -1.58895317        2.31263776        1.54677118        0.76586658
       -1.57225868        6.07191017        4.10529673        1.96661344
       -1.55556419        4.16025716        2.86032025        1.29993691
       -1.53886970        4.12595983        2.82092195        1.30503788
       -1.52217520        3.57484708        2.44540677        1.12944031
       -1.50548071        3.44452919        2.40333619        1.04119300
       -1.48878622        2.24819115        1.57686388        0.67132728
       -1.47209173        2.84463051        2.01459544        0.83003507
       -1.45539724        1.52199683        1.08784150        0.43415533
       -1.43870275        1.29423275        0.92969733        0.36453542
       -1.42200826        1.04371913        0.74635513        0.29736399
       -1.40531377        1.18538555        0.85122789        0.33415765
       -1.38861928        1.17191722        0.84053454        0.33138268
       -1.37192479        1.07046730        0.76378129        0.30668602
       -1.35523030        1.73046090        1.25692455        0.47353635
       -1.33853581        1.41267350        1.04614521        0.36652829
       -1.32184131        0.82832110        0.61575411        0.21256699
       -1.30514682        0.54421996        0.40333155        0.14088841
       -1.28845233        0.59937784        0.44626282        0.15311502
       -1.27175784        0.79597330        0.59240485        0.20356845
       -1.25506335        0.83615768        0.62820233        0.20795535
       -1.23836886        0.96309604        0.73863706        0.22445898
       -1.22167437        0.89741575        0.68674153        0.21067422
       -1.20497988        0.47866735        0.36628054        0.11238681
       -1.18828539        0.38946809        0.29643207        0.09303602
       -1.17159090        0.08605526        0.06655237        0.01950288
       -1.15489641        0.05987866        0.04664779        0.01323087
       -1.13820192        0.07965657        0.06160064        0.01805593
       -1.12150742        0.19814285        0.15041309        0.04772977
       -1.10481293        0.90627917        0.69877207        0.20750709
       -1.08811844        0.93741399        0.73605466        0.20135933
       -1.07142395        1.49113592        1.15404569        0.33709023
       -1.05472946        1.30700344        1.00815569        0.29884775
       -1.03803497        0.77549670        0.61348543        0.16201127
       -1.02134048        1.73527614        1.38508929        0.35018685
       -1.00464599        3.05321057        2.44533081        0.60787976
       -0.98795150        1.62621371        1.29174014        0.33447357
       -0.97125701        0.76830765        0.62029075        0.14801690
       -0.95456252        1.98577220        1.58257513        0.40319707
       -0.93786803        1.15173693        0.91317093        0.23856600
       -0.92117353        1.92554248        1.54581398        0.37972849
       -0.90447904        1.47491812        1.18492974        0.28998838
       -0.88778455        2.56387059        2.04032526        0.52354533
       -0.87109006        1.45884559        1.16073897        0.29810661
       -0.85439557        0.77376681        0.60828446        0.16548235
       -0.83770108        0.66778063        0.51786063        0.14991999
       -0.82100659        0.79617283        0.61234968        0.18382315
       -0.80431210        4.52293557        3.57332110        0.94961446
       -0.78761761        1.98201601        1.55916822        0.42284779
       -0.77092312        1.23366803        0.94228597        0.29138206
       -0.75422863        2.06650819        1.63399277        0.43251542
       -0.73753414        2.51108553        1.96478820        0.54629733
       -0.72083965        0.75001517        0.56928543        0.18072975
       -0.70414515        0.53905957        0.41220534        0.12685423
       -0.68745066        1.91615999        1.49426217        0.42189782
       -0.67075617        0.88591532        0.69304622        0.19286910
       -0.65406168        3.32401552        2.56819975        0.75581577
       -0.63736719        1.36190705        1.02502342        0.33688363
       -0.62067270        0.79670667        0.54506928        0.25163739
       -0.60397821        0.00000000        0.00000000        0.00000000
       -0.58728372        0.00000000        0.00000000        0.00000000
       -0.57058923        0.00000000        0.00000000        0.00000000
       -0.55389474        0.08125339        0.06636471        0.01488868
       -0.53720025        0.12146024        0.09754652        0.02391372
       -0.52050576        0.15416829        0.12153280        0.03263549
       -0.50381126        0.32767670        0.25238931        0.07528739
       -0.48711677        0.53599512        0.40234816        0.13364695
       -0.47042228        0.56334628        0.41034808        0.15299820
       -0.45372779        0.42489434        0.31458760        0.11030674
       -0.43703330        0.43810948        0.32177143        0.11633806
       -0.42033881        0.60277149        0.44067670        0.16209478
       -0.40364432        0.06586680        0.04714564        0.01872116
       -0.38694983        0.32735966        0.23846991        0.08888975
       -0.37025534        0.36708413        0.26643326        0.10065087
       -0.35356085        0.26842960        0.19458839        0.07384121
       -0.33686636        0.16890107        0.12304683        0.04585425
       -0.32017187        0.23226974        0.16996426        0.06230548
       -0.30347737        0.17009856        0.12454949        0.04554906
       -0.28678288        0.15533656        0.11354375        0.04179281
       -0.27008839        0.16293506        0.11876389        0.04417117
       -0.25339390        0.11233609        0.08149425        0.03084184
       -0.23669941        0.11993205        0.08633642        0.03359564
       -0.22000492        0.07278991        0.05168549        0.02110442
       -0.20331043        0.06144756        0.04329164        0.01815593
       -0.18661594        0.05485825        0.03833055        0.01652770
       -0.16992145        0.04877434        0.03385183        0.01492251
       -0.15322696        0.03984282        0.02751807        0.01232475
       -0.13653247        0.03380282        0.02325861        0.01054421
       -0.11983798        0.02883350        0.01977189        0.00906161
       -0.10314348        0.02400507        0.01640421        0.00760086
       -0.08644899        0.01931754        0.01315559        0.00616195
       -0.06975450        0.01457534        0.00989246        0.00468288
       -0.05306001        0.00701158        0.00473666        0.00227492
       -0.03636552        0.00000000        0.00000000        0.00000000
       -0.01967103        0.00000000        0.00000000        0.00000000
       -0.00297654        0.00000000        0.00000000        0.00000000
        0.01371795        0.00000000        0.00000000        0.00000000
        0.03041244        0.00000000        0.00000000        0.00000000
        0.04710693        0.00000000        0.00000000        0.00000000
        0.06380142        0.00000000        0.00000000        0.00000000
        0.08049591        0.00000000        0.00000000        0.00000000
        0.09719040        0.00000000        0.00000000        0.00000000
        0.11388490        0.00000000        0.00000000        0.00000000
        0.13057939        0.00000000        0.00000000        0.00000000
        0.14727388        0.00000000        0.00000000        0.00000000
        0.16396837        0.00000000        0.00000000        0.00000000
        0.18066286        0.00000000        0.00000000        0.00000000
        0.19735735        0.00000000        0.00000000        0.00000000
        0.21405184        0.00000000        0.00000000        0.00000000
        0.23074633        0.00000000        0.00000000        0.00000000
        0.24744082        0.00000000        0.00000000        0.00000000
        0.26413531        0.00000000        0.00000000        0.00000000
        0.28082980        0.00000000        0.00000000        0.00000000
        0.29752429        0.00000000        0.00000000        0.00000000
        0.31421879        0.00000000        0.00000000        0.00000000
        0.33091328        0.00000000        0.00000000        0.00000000
        0.34760777        0.00000000        0.00000000        0.00000000
        0.36430226        0.00000000        0.00000000        0.00000000
        0.38099675        0.00000000        0.00000000        0.00000000
        0.39769124        0.00000000        0.00000000        0.00000000
        0.41438573        0.00000000        0.00000000        0.00000000
        0.43108022        0.00000000        0.00000000        0.00000000
        0.44777471        0.00000000        0.00000000        0.00000000
        0.46446920        0.00000000        0.00000000        0.00000000
        0.48116369        0.00000000        0.00000000        0.00000000
        0.49785818        0.00000000        0.00000000        0.00000000
        0.51455268        0.00000000        0.00000000        0.00000000
        0.53124717        0.00000000        0.00000000        0.00000000
        0.54794166        0.00000000        0.00000000        0.00000000
        0.56463615        0.00000000        0.00000000        0.00000000
        0.58133064        0.00000000        0.00000000        0.00000000
        0.59802513        0.00000000        0.00000000        0.00000000
        0.61471962        0.00000000        0.00000000        0.00000000
        0.63141411        0.00000000        0.00000000        0.00000000
        0.64810860        0.00000000        0.00000000        0.00000000
        0.66480309        0.00000000        0.00000000        0.00000000
        0.68149758        0.00000000        0.00000000        0.00000000
        0.69819207        0.00000000        0.00000000        0.00000000
        0.71488657        0.00000000        0.00000000        0.00000000
        0.73158106        0.00000000        0.00000000        0.00000000
        0.74827555        0.00000000        0.00000000        0.00000000
        0.76497004        0.00000000        0.00000000        0.00000000
        0.78166453        0.00000000        0.00000000        0.00000000
        0.79835902        0.00000000        0.00000000        0.00000000
        0.81505351        0.00000000        0.00000000        0.00000000
        0.83174800        0.00000000        0.00000000        0.00000000
        0.84844249        0.00000000        0.00000000        0.00000000
        0.86513698        0.00000000        0.00000000        0.00000000
        0.88183147        0.00000000        0.00000000        0.00000000
        0.89852596        0.00000000        0.00000000        0.00000000
        0.91522046        0.00000000        0.00000000        0.00000000
        0.93191495        0.00000023        0.00000018        0.00000005
        0.94860944        0.00015916        0.00014855        0.00001061
        0.96530393        0.00106702        0.00099632        0.00007070
        0.98199842        0.00294068        0.00274664        0.00019405
        0.99869291        0.00391416        0.00366381        0.00025035
        1.01538740        0.00464723        0.00435601        0.00029122
        1.03208189        0.00566107        0.00531101        0.00035006
        1.04877638        0.00921470        0.00863353        0.00058117
        1.06547087        0.00982944        0.00918377        0.00064566
        1.08216536        0.01032990        0.00963886        0.00069103
        1.09885985        0.00915640        0.00856637        0.00059004
        1.11555434        0.01177316        0.01112942        0.00064374
        1.13224884        0.01692843        0.01590422        0.00102421
        1.14894333        0.01083377        0.01019609        0.00063768
        1.16563782        0.01134646        0.01073734        0.00060912
        1.18233231        0.01044503        0.00995174        0.00049328
        1.19902680        0.01277587        0.01219471        0.00058117
        1.21572129        0.01840250        0.01749979        0.00090270
        1.23241578        0.03274896        0.03138819        0.00136076
        1.24911027        0.02189645        0.02089865        0.00099780
        1.26580476        0.03905036        0.03727201        0.00177835
        1.28249925        0.09552729        0.09211329        0.00341400
        1.29919374        0.09329501        0.08966781        0.00362720
        1.31588823        0.07904178        0.07599462        0.00304716
        1.33258273        0.06319089        0.06096299        0.00222790
        1.34927722        0.05697753        0.05483661        0.00214092
        1.36597171        0.06276253        0.06016415        0.00259838
        1.38266620        0.05163070        0.04905926        0.00257144
        1.39936069        0.05094221        0.04868492        0.00225729
        1.41605518        0.04667161        0.04454068        0.00213093
        1.43274967        0.04419782        0.04248820        0.00170962
        1.44944416        0.04326307        0.04113178        0.00213129
        1.46613865        0.03048082        0.02911112        0.00136970
        1.48283314        0.03422527        0.03260491        0.00162035
        1.49952763        0.03028861        0.02854281        0.00174580
        1.51622212        0.02384972        0.02210560        0.00174411
        1.53291662        0.03113688        0.02783929        0.00329760
        1.54961111        0.03346489        0.02994655        0.00351834
        1.56630560        0.03960546        0.03720499        0.00240047
        1.58300009        0.03259689        0.02889252        0.00370438
        1.59969458        0.02958547        0.02528011        0.00430536
        1.61638907        0.03356265        0.02929725        0.00426539
        1.63308356        0.02674231        0.02391701        0.00282529
        1.64977805        0.02257456        0.02064749        0.00192707
        1.66647254        0.03882387        0.03744868        0.00137519
        1.68316703        0.02574380        0.02470788        0.00103592
        1.69986152        0.02824530        0.02645040        0.00179489
        1.71655601        0.04620138        0.03990453        0.00629685
        1.73325051        0.10347521        0.08789562        0.01557959
        1.74994500        0.07358945        0.06491233        0.00867712
        1.76663949        0.04669253        0.04107068        0.00562186
        1.78333398        0.03093093        0.02890399        0.00202693
        1.80002847        0.02114278        0.02007339        0.00106940
        1.81672296        0.03898643        0.03613795        0.00284848
        1.83341745        0.08794498        0.07566157        0.01228341
        1.85011194        0.06348018        0.05869669        0.00478349
        1.86680643        0.06048906        0.05569421        0.00479485
        1.88350092        0.04691686        0.04454127        0.00237559
        1.90019541        0.05334404        0.05170912        0.00163492
        1.91688990        0.05008953        0.04686724        0.00322229
        1.93358439        0.11522514        0.10227487        0.01295027
        1.95027889        0.19395531        0.17195411        0.02200120
        1.96697338        0.12983310        0.11715736        0.01267574
        1.98366787        0.08696574        0.08072802        0.00623771
        2.00036236        0.08628083        0.08045263        0.00582820
        2.01705685        0.24004186        0.21412368        0.02591818
        2.03375134        0.24493473        0.21548007        0.02945466
        2.05044583        0.10398591        0.09332493        0.01066098
        2.06714032        0.05851099        0.05375171        0.00475928
        2.08383481        0.05349155        0.04862604        0.00486551
        2.10052930        0.08373657        0.07476321        0.00897335
        2.11722379        0.03956081        0.03659913        0.00296168
        2.13391828        0.07561090        0.06908113        0.00652977
        2.15061278        0.14941212        0.13380537        0.01560675
        2.16730727        0.12277895        0.11064854        0.01213041
        2.18400176        0.07572581        0.06946390        0.00626191
        2.20069625        0.05122764        0.04784380        0.00338384
        2.21739074        0.04826111        0.04505618        0.00320493
        2.23408523        0.04771066        0.04271944        0.00499122
        2.25077972        0.08064591        0.07066443        0.00998148
        2.26747421        0.13237190        0.11674677        0.01562513
        2.28416870        0.30354785        0.26867586        0.03487199
        2.30086319        0.18146772        0.16012355        0.02134417
        2.31755768        0.21139991        0.18556923        0.02583067
        2.33425217        0.12901958        0.11376746        0.01525212
        2.35094667        0.08301248        0.07330230        0.00971018
        2.36764116        0.06102876        0.05462825        0.00640051
        2.38433565        0.04519246        0.04061045        0.00458201
        2.40103014        0.04335716        0.03963817        0.00371899
        2.41772463        0.03594896        0.03263083        0.00331812
        2.43441912        0.03516918        0.03171067        0.00345851
        2.45111361        0.03107843        0.02757228        0.00350615
        2.46780810        0.04182751        0.03662471        0.00520280
        2.48450259        0.06068762        0.05271104        0.00797658
        2.50119708        0.13011188        0.11319214        0.01691975
        2.51789157        0.25131459        0.21802995        0.03328464
        2.53458606        0.14095131        0.12259637        0.01835494
        2.55128056        0.07717436        0.06712208        0.01005227
        2.56797505        0.07439935        0.06428621        0.01011314
        2.58466954        0.06477179        0.05591085        0.00886094
        2.60136403        0.08026746        0.06965961        0.01060785
        2.61805852        0.12861614        0.11228853        0.01632761
        2.63475301        0.13714387        0.12007942        0.01706445
        2.65144750        0.11403285        0.09997124        0.01406161
        2.66814199        0.11499061        0.10023983        0.01475078
        2.68483648        0.08096883        0.07011213        0.01085670
        2.70153097        0.07980682        0.06924019        0.01056662
        2.71822546        0.07530112        0.06536941        0.00993171
        2.73491995        0.04652035        0.04005654        0.00646381
        2.75161445        0.05426425        0.04633473        0.00792952
        2.76830894        0.20149735        0.17439373        0.02710362
        2.78500343        0.19826170        0.17261255        0.02564915
        2.80169792        0.11933975        0.10352955        0.01581021
        2.81839241        0.12223243        0.10664981        0.01558262
        2.83508690        0.17736730        0.15571292        0.02165438
        2.85178139        0.13952251        0.12203175        0.01749077
        2.86847588        0.09572163        0.08231172        0.01340991
        2.88517037        0.08864066        0.07562665        0.01301402
        2.90186486        0.12124321        0.10347747        0.01776575
        2.91855935        0.09052591        0.07322547        0.01730044
        2.93525384        0.09399055        0.07632634        0.01766421
        2.95194833        0.10232606        0.08361020        0.01871586
        2.96864283        0.13703566        0.11461515        0.02242051
        2.98533732        0.20049091        0.17173475        0.02875616
        3.00203181        0.22535660        0.19381120        0.03154540
        3.01872630        0.21190215        0.18074872        0.03115343
        3.03542079        0.24192347        0.20536372        0.03655975
        3.05211528        0.23525864        0.20016415        0.03509449
        3.06880977        0.31486936        0.27099609        0.04387327
        3.08550426        0.38245437        0.33120713        0.05124724
        3.10219875        0.39423291        0.33995695        0.05427595
        3.11889324        0.47765359        0.41176167        0.06589192
        3.13558773        0.30334890        0.25416860        0.04918030
        3.15228222        0.54862724        0.45503803        0.09358921
        3.16897672        0.28601181        0.19834067        0.08767113
        3.18567121        0.41691489        0.25013922        0.16677567
        3.20236570        1.19502077        0.65933972        0.53568105
        3.21906019        0.97425616        0.47840429        0.49585187
        3.23575468        1.38166523        0.67675340        0.70491183
        3.25244917        2.22659903        1.35462850        0.87197054
        3.26914366        2.18361718        1.21408817        0.96952901
        3.28583815        2.03587919        1.07047483        0.96540436
        3.30253264        2.40009453        1.29746152        1.10263302
        3.31922713        3.01016786        1.74370598        1.26646188
        3.33592162        5.67683083        3.64999496        2.02683587
        3.35261611       15.34114317       10.91377107        4.42737210
        3.36931061       13.52602357        9.95241611        3.57360746
        3.38600510       12.29889116        8.10987560        4.18901556
        3.40269959        2.77766073        1.80119078        0.97646995
        3.41939408        1.55938026        1.04323355        0.51614671
        3.43608857        7.33424654        5.10460715        2.22963939
        3.45278306       10.53673540        6.83895529        3.69778011
        3.46947755        4.07304238        2.52201958        1.55102280
        3.48617204        3.10506624        1.79675371        1.30831254
        3.50286653        3.88988479        2.17932944        1.71055535
        3.51956102        1.89471113        0.98360804        0.91110309
        3.53625551        2.28136648        1.19514502        1.08622146
        3.55295000        1.72520605        0.96233827        0.76286778
        3.56964450        1.99115164        1.09059647        0.90055517
        3.58633899        1.69829745        0.94825558        0.75004188
        3.60303348        1.56840093        0.91838003        0.65002090
        3.61972797        1.73474895        1.10463242        0.63011653
        3.63642246        1.60209861        1.04925757        0.55284104
        3.65311695        1.17666362        0.81393506        0.36272856
        3.66981144        1.00813953        0.85743334        0.15070620
        3.68650593        0.67902538        0.60649293        0.07253245
        3.70320042        0.80012334        0.72362283        0.07650051
        3.71989491        2.84286607        2.53949777        0.30336829
        3.73658940        0.69389601        0.62180316        0.07209285
        3.75328389        0.47357871        0.42488789        0.04869082
        3.76997838        0.52056098        0.47092740        0.04963359
        3.78667288        0.88238642        0.80570888        0.07667755
        3.80336737        1.02491189        0.93953393        0.08537797
        3.82006186        0.95158014        0.87559016        0.07598998
        3.83675635        0.71228778        0.65481254        0.05747524
        3.85345084        0.59585925        0.54850841        0.04735084
        3.87014533        0.42029551        0.38744798        0.03284753
        3.88683982        0.39177878        0.36154492        0.03023386
        3.90353431        0.42622844        0.39289535        0.03333310
        3.92022880        0.67300467        0.61988625        0.05311842
        3.93692329        0.56593481        0.52263446        0.04330035
        3.95361778        0.48546534        0.44939899        0.03606635
        3.97031227        0.27926426        0.25903257        0.02023169
        3.98700677        0.17742901        0.16483580        0.01259321
        4.00370126        0.22975572        0.21440190        0.01535381
        4.02039575        0.45696051        0.42819430        0.02876621
