#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species N as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.055454 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2
       -0.65406168        1.23816905        0.01367637        1.19583701        0.02865568
       -0.63736719        0.52121646       -0.00020080        0.50978616        0.01163110
       -0.62067270        0.44672175        0.00754046        0.43184740        0.00733389
       -0.60397821        0.00000000        0.00000000        0.00000000        0.00000000
       -0.58728372        0.00000000        0.00000000        0.00000000        0.00000000
       -0.57058923        0.00000000        0.00000000        0.00000000        0.00000000
       -0.55389474        0.02215778       -0.00011545        0.02136823        0.00090500
       -0.53720025        0.03599456       -0.00024857        0.03481833        0.00142480
       -0.52050576        0.04961651       -0.00038899        0.04810464        0.00190085
       -0.50381126        0.11349410       -0.00063213        0.11010510        0.00402114
       -0.48711677        0.19652997        0.00009430        0.19024013        0.00619554
       -0.47042228        0.21639141        0.00222641        0.20828960        0.00587540
       -0.45372779        0.14824521        0.00077333        0.14345633        0.00401555
       -0.43703330        0.15001757        0.00151465        0.14470633        0.00379660
       -0.42033881        0.20005356        0.00368751        0.19138023        0.00498581
       -0.40364432        0.02463289       -0.00037769        0.02422726        0.00078331
       -0.38694983        0.10598231        0.00055043        0.10249295        0.00293892
       -0.37025534        0.11501589        0.00120825        0.11003236        0.00377528
       -0.35356085        0.07924508        0.00061588        0.07552284        0.00310635
       -0.33686636        0.04883594        0.00014728        0.04672840        0.00196026
       -0.32017187        0.06594481        0.00049256        0.06292750        0.00252475
       -0.30347737        0.04865433        0.00027968        0.04647869        0.00189596
       -0.28678288        0.04485236        0.00028140        0.04277366        0.00179731
       -0.27008839        0.04769995        0.00044089        0.04529716        0.00196191
       -0.25339390        0.03133696        0.00019449        0.02960662        0.00153585
       -0.23669941        0.03282884       -0.00001554        0.03099744        0.00184694
       -0.22000492        0.02081667       -0.00000114        0.01960040        0.00121741
       -0.20331043        0.01785523       -0.00002141        0.01678630        0.00109034
       -0.18661594        0.01626893       -0.00004393        0.01528256        0.00103030
       -0.16992145        0.01472634       -0.00005510        0.01382658        0.00095487
       -0.15322696        0.01226083       -0.00004843        0.01151068        0.00079858
       -0.13653247        0.01058290       -0.00005819        0.00994912        0.00069197
       -0.11983798        0.00916978       -0.00007050        0.00863744        0.00060284
       -0.10314348        0.00775642       -0.00007713        0.00732097        0.00051259
       -0.08644899        0.00634284       -0.00007808        0.00599971        0.00042121
       -0.06975450        0.00486535       -0.00007195        0.00461293        0.00032437
       -0.05306001        0.00239198       -0.00003814        0.00227086        0.00015926
       -0.03636552        0.00000000        0.00000000        0.00000000        0.00000000
       -0.01967103        0.00000000        0.00000000        0.00000000        0.00000000
       -0.00297654        0.00000000        0.00000000        0.00000000        0.00000000
        0.01371795        0.00000000        0.00000000        0.00000000        0.00000000
        0.03041244        0.00000000        0.00000000        0.00000000        0.00000000
        0.04710693        0.00000000        0.00000000        0.00000000        0.00000000
        0.06380142        0.00000000        0.00000000        0.00000000        0.00000000
        0.08049591        0.00000000        0.00000000        0.00000000        0.00000000
        0.09719040        0.00000000        0.00000000        0.00000000        0.00000000
        0.11388490        0.00000000        0.00000000        0.00000000        0.00000000
        0.13057939        0.00000000        0.00000000        0.00000000        0.00000000
        0.14727388        0.00000000        0.00000000        0.00000000        0.00000000
        0.16396837        0.00000000        0.00000000        0.00000000        0.00000000
        0.18066286        0.00000000        0.00000000        0.00000000        0.00000000
        0.19735735        0.00000000        0.00000000        0.00000000        0.00000000
        0.21405184        0.00000000        0.00000000        0.00000000        0.00000000
        0.23074633        0.00000000        0.00000000        0.00000000        0.00000000
        0.24744082        0.00000000        0.00000000        0.00000000        0.00000000
        0.26413531        0.00000000        0.00000000        0.00000000        0.00000000
        0.28082980        0.00000000        0.00000000        0.00000000        0.00000000
        0.29752429        0.00000000        0.00000000        0.00000000        0.00000000
        0.31421879        0.00000000        0.00000000        0.00000000        0.00000000
        0.33091328        0.00000000        0.00000000        0.00000000        0.00000000
        0.34760777        0.00000000        0.00000000        0.00000000        0.00000000
        0.36430226        0.00000000        0.00000000        0.00000000        0.00000000
        0.38099675        0.00000000        0.00000000        0.00000000        0.00000000
        0.39769124        0.00000000        0.00000000        0.00000000        0.00000000
        0.41438573        0.00000000        0.00000000        0.00000000        0.00000000
        0.43108022        0.00000000        0.00000000        0.00000000        0.00000000
        0.44777471        0.00000000        0.00000000        0.00000000        0.00000000
        0.46446920        0.00000000        0.00000000        0.00000000        0.00000000
        0.48116369        0.00000000        0.00000000        0.00000000        0.00000000
        0.49785818        0.00000000        0.00000000        0.00000000        0.00000000
        0.51455268        0.00000000        0.00000000        0.00000000        0.00000000
        0.53124717        0.00000000        0.00000000        0.00000000        0.00000000
        0.54794166        0.00000000        0.00000000        0.00000000        0.00000000
        0.56463615        0.00000000        0.00000000        0.00000000        0.00000000
        0.58133064        0.00000000        0.00000000        0.00000000        0.00000000
        0.59802513        0.00000000        0.00000000        0.00000000        0.00000000
        0.61471962        0.00000000        0.00000000        0.00000000        0.00000000
        0.63141411        0.00000000        0.00000000        0.00000000        0.00000000
        0.64810860        0.00000000        0.00000000        0.00000000        0.00000000
        0.66480309        0.00000000        0.00000000        0.00000000        0.00000000
        0.68149758        0.00000000        0.00000000        0.00000000        0.00000000
        0.69819207        0.00000000        0.00000000        0.00000000        0.00000000
        0.71488657        0.00000000        0.00000000        0.00000000        0.00000000
        0.73158106        0.00000000        0.00000000        0.00000000        0.00000000
        0.74827555        0.00000000        0.00000000        0.00000000        0.00000000
        0.76497004        0.00000000        0.00000000        0.00000000        0.00000000
        0.78166453        0.00000000        0.00000000        0.00000000        0.00000000
        0.79835902        0.00000000        0.00000000        0.00000000        0.00000000
        0.81505351        0.00000000        0.00000000        0.00000000        0.00000000
        0.83174800        0.00000000        0.00000000        0.00000000        0.00000000
        0.84844249        0.00000000        0.00000000        0.00000000        0.00000000
        0.86513698        0.00000000        0.00000000        0.00000000        0.00000000
        0.88183147        0.00000000        0.00000000        0.00000000        0.00000000
        0.89852596        0.00000000        0.00000000        0.00000000        0.00000000
        0.91522046        0.00000000        0.00000000        0.00000000        0.00000000
        0.93191495        0.00000000       -0.00000000        0.00000000        0.00000000
        0.94860944        0.00000030       -0.00000001        0.00000028        0.00000003
        0.96530393        0.00000210       -0.00000007        0.00000199        0.00000018
        0.98199842        0.00000592       -0.00000022        0.00000561        0.00000053
        0.99869291        0.00000737       -0.00000044        0.00000713        0.00000068
        1.01538740        0.00000815       -0.00000076        0.00000814        0.00000077
        1.03208189        0.00000939       -0.00000111        0.00000962        0.00000089
        1.04877638        0.00001484       -0.00000243        0.00001586        0.00000142
        1.06547087        0.00001569       -0.00000319        0.00001729        0.00000159
        1.08216536        0.00001607       -0.00000376        0.00001814        0.00000169
        1.09885985        0.00001419       -0.00000309        0.00001585        0.00000144
        1.11555434        0.00001586       -0.00000319        0.00001747        0.00000158
        1.13224884        0.00002606       -0.00000368        0.00002707        0.00000266
        1.14894333        0.00001520       -0.00000418        0.00001782        0.00000156
        1.16563782        0.00001463       -0.00000460        0.00001780        0.00000144
        1.18233231        0.00001266       -0.00000319        0.00001461        0.00000124
        1.19902680        0.00001522       -0.00000325        0.00001693        0.00000153
        1.21572129        0.00002494       -0.00000317        0.00002573        0.00000238
        1.23241578        0.00004197       -0.00000410        0.00004270        0.00000337
        1.24911027        0.00002585       -0.00000648        0.00003007        0.00000226
        1.26580476        0.00004758       -0.00000997        0.00005355        0.00000399
        1.28249925        0.00009649       -0.00001576        0.00010363        0.00000861
        1.29919374        0.00009077       -0.00001928        0.00010061        0.00000943
        1.31588823        0.00008152       -0.00001589        0.00008955        0.00000786
        1.33258273        0.00006249       -0.00000925        0.00006603        0.00000571
        1.34927722        0.00005640       -0.00001131        0.00006201        0.00000571
        1.36597171        0.00006778       -0.00001155        0.00007215        0.00000718
        1.38266620        0.00006218       -0.00001305        0.00006842        0.00000681
        1.39936069        0.00005802       -0.00001070        0.00006236        0.00000636
        1.41605518        0.00005358       -0.00001152        0.00005960        0.00000550
        1.43274967        0.00004516       -0.00000869        0.00004909        0.00000476
        1.44944416        0.00005346       -0.00001157        0.00005923        0.00000580
        1.46613865        0.00003499       -0.00000748        0.00003861        0.00000385
        1.48283314        0.00003907       -0.00000850        0.00004295        0.00000462
        1.49952763        0.00004734       -0.00001140        0.00005280        0.00000593
        1.51622212        0.00004546       -0.00001112        0.00005082        0.00000576
        1.53291662        0.00069471       -0.00005794        0.00063929        0.00011336
        1.54961111        0.00089777       -0.00007322        0.00082295        0.00014803
        1.56630560        0.00050062       -0.00004283        0.00046163        0.00008182
        1.58300009        0.00104153       -0.00009410        0.00095885        0.00017679
        1.59969458        0.00135044       -0.00012274        0.00124242        0.00023075
        1.61638907        0.00114727       -0.00010843        0.00105984        0.00019586
        1.63308356        0.00078679       -0.00007094        0.00072374        0.00013399
        1.64977805        0.00038698       -0.00003538        0.00035767        0.00006470
        1.66647254        0.00007144       -0.00000981        0.00007147        0.00000979
        1.68316703        0.00002927       -0.00000662        0.00003264        0.00000326
        1.69986152        0.00024652       -0.00006055        0.00025352        0.00005356
        1.71655601        0.00145242       -0.00050747        0.00157558        0.00038431
        1.73325051        0.00292664       -0.00144269        0.00338117        0.00098815
        1.74994500        0.00231334       -0.00053674        0.00235978        0.00049030
        1.76663949        0.00175456       -0.00038091        0.00177658        0.00035888
        1.78333398        0.00028642       -0.00005953        0.00029071        0.00005524
        1.80002847        0.00003818       -0.00000937        0.00004334        0.00000422
        1.81672296        0.00040991       -0.00013814        0.00044828        0.00009976
        1.83341745        0.00263147       -0.00110861        0.00297080        0.00076928
        1.85011194        0.00026752       -0.00044150        0.00048753        0.00022149
        1.86680643        0.00021568       -0.00043864        0.00044014        0.00021417
        1.88350092        0.00009686       -0.00014902        0.00017242        0.00007346
        1.90019541        0.00006501       -0.00005070        0.00009128        0.00002443
        1.91688990        0.00021390       -0.00026415        0.00035551        0.00012254
        1.93358439        0.00141787       -0.00164591        0.00233544        0.00072833
        1.95027889        0.00383517       -0.00322894        0.00583932        0.00122479
        1.96697338        0.00253165       -0.00167309        0.00351332        0.00069141
        1.98366787        0.00110987       -0.00061540        0.00141740        0.00030787
        2.00036236        0.00103369       -0.00053424        0.00130029        0.00026765
        2.01705685        0.00607952       -0.00450517        0.00917704        0.00140765
        2.03375134        0.00448671       -0.00426837        0.00714379        0.00161130
        2.05044583        0.00137840       -0.00129642        0.00212982        0.00054499
        2.06714032        0.00021859       -0.00044819        0.00047107        0.00019571
        2.08383481       -0.00011841       -0.00050085        0.00017410        0.00020834
        2.10052930       -0.00037505       -0.00104849        0.00023641        0.00043704
        2.11722379        0.00036080       -0.00029948        0.00054835        0.00011193
        2.13391828        0.00167232       -0.00092700        0.00229281        0.00030651
        2.15061278        0.00457594       -0.00244970        0.00617598        0.00084965
        2.16730727        0.00352523       -0.00186731        0.00475347        0.00063906
        2.18400176        0.00144085       -0.00076077        0.00191840        0.00028322
        2.20069625        0.00056004       -0.00026803        0.00071938        0.00010870
