#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species W as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.82470785        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.80801336        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.79131886        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.77462437        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.75792988        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.74123539        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.72454090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.70784641        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.69115192        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.67445743        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.65776294        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.64106845        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.62437396        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.60767947        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.59098497        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.57429048        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.55759599        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.54090150        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.52420701        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.50751252        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.49081803        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.47412354        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.45742905        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.44073456        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.42404007        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.40734558        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.39065109        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.37395659        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.35726210        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.34056761        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.32387312        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.30717863        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.29048414        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.27378965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.25709516        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.24040067        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.22370618        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.20701169        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.19031720        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.17362270        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.15692821        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.14023372        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.12353923        0.05963178        0.00512389        0.00008994        0.05279405        0.00160092        0.00002298
       -4.10684474        1.49469749        0.11951468        0.00327615        1.33164093        0.03939328        0.00087246
       -4.09015025        2.59369825        0.16394277        0.01936159        2.34047306        0.06728554        0.00263529
       -4.07345576        5.35024567        0.29605715        0.05420343        4.85539270        0.13811413        0.00647826
       -4.05676127        7.25523636        0.39995510        0.07145109        6.58847718        0.18650926        0.00884372
       -4.04006678        7.83977968        0.40666346        0.07961573        7.14388600        0.19924563        0.01036886
       -4.02337229        8.40236700        0.39705269        0.09168124        7.69016756        0.21125146        0.01221405
       -4.00667780       10.69824183        0.38868751        0.14213286        9.88344235        0.26569243        0.01828667
       -3.98998331       10.49298544        0.30769785        0.16032970        9.74589441        0.26010098        0.01896250
       -3.97328881       12.76527669        0.43714455        0.17860266       11.81367231        0.31478711        0.02107007
       -3.95659432       13.87989115        0.60025662        0.17939310       12.74267165        0.33763346        0.01993632
       -3.93989983       13.06718301        0.50279515        0.16091297       12.05901037        0.32183674        0.02262778
       -3.92320534       18.13834678        0.53274785        0.25212273       16.87975299        0.44195740        0.03176581
       -3.90651085       11.19533699        0.33715988        0.16527011       10.40171954        0.27107217        0.02011529
       -3.88981636       10.66576820        0.34697735        0.15502513        9.88687969        0.25754427        0.01934176
       -3.87312187        8.51468859        0.28668825        0.11484413        7.88817289        0.20846940        0.01651391
       -3.85642738       10.69172101        0.37011465        0.15424286        9.88256147        0.26401222        0.02078982
       -3.83973289       18.17975536        0.64539495        0.25378100       16.80778668        0.44133537        0.03145737
       -3.82303840       21.74517568        0.73712107        0.29655050       20.13071776        0.53702490        0.04376145
       -3.80634391       12.93018653        0.34451452        0.22677956       12.02500048        0.30764591        0.02624607
       -3.78964942       24.34849946        0.68400090        0.42039059       22.62829497        0.56785027        0.04796274
       -3.77295492       32.97264442        0.77024243        0.47325475       30.81299327        0.82372406        0.09242992
       -3.75626043       38.12655560        0.88622528        0.60703759       35.60552819        0.93649317        0.09127138
       -3.73956594       30.04186976        0.57293788        0.42241092       28.21978835        0.74935500        0.07737761
       -3.72287145       22.62113158        0.55540546        0.29320464       21.15129857        0.56234977        0.05887313
       -3.70617696       30.55782178        0.90384939        0.41487082       28.45526004        0.71257534        0.07126620
       -3.68948247       36.81932120        0.96590006        0.66010990       34.27064079        0.84585281        0.07681765
       -3.67278798       32.37587011        0.72025290        0.68934490       30.16655367        0.73715451        0.06256413
       -3.65609349       30.71221834        0.74651167        0.62378591       28.57091773        0.70850041        0.06250262
       -3.63939900       31.33737855        0.80297981        0.62284424       29.15439637        0.69595434        0.06120380
       -3.62270451       27.78537784        0.71357551        0.51392259       25.87388571        0.62529735        0.05869668
       -3.60601002       30.98388256        0.68886467        0.58320239       28.98552869        0.66875374        0.05753308
       -3.58931553       21.96698890        0.51891552        0.48881771       20.43638825        0.47975608        0.04311135
       -3.57262104       26.63526478        0.57075804        0.72028843       24.71762521        0.57615160        0.05044150
       -3.55592654       28.84393750        0.52098854        0.77305456       26.90704743        0.59654879        0.04629818
       -3.53923205       30.58339627        0.57706795        0.74899070       28.60242529        0.61134234        0.04356998
       -3.52253756       37.33890022        0.69797782        0.87163905       35.00590792        0.71253346        0.05084197
       -3.50584307       39.19084197        0.79806755        0.92706541       36.67430178        0.73477487        0.05663236
       -3.48914858       32.44809065        0.67304327        0.80365053       30.25825181        0.64675629        0.06638875
       -3.47245409       37.15197942        0.68942095        0.99629531       34.70847446        0.70053508        0.05725362
       -3.45575960       33.56084253        0.53424822        0.77007155       31.59447902        0.61820878        0.04383496
       -3.43906511       41.95082176        0.55802860        0.91724021       39.65982797        0.76072635        0.05499864
       -3.42237062       31.21838237        0.47292086        0.67406396       29.41341919        0.60751766        0.05046070
       -3.40567613       41.30077468        0.72581772        0.72712452       39.01546744        0.77058511        0.06177990
       -3.38898164       48.24163661        0.92000525        0.70767803       45.59598019        0.92631715        0.09165598
       -3.37228715       36.89445484        0.67909079        0.57494821       34.85219013        0.72286856        0.06535715
       -3.35559265       34.31608113        0.56281019        0.52951071       32.41384717        0.74711691        0.06279615
       -3.33889816       29.87858764        0.43062140        0.44154923       28.42904443        0.53547028        0.04190230
       -3.32220367       37.85383249        0.63992265        0.51989596       35.98542402        0.66150159        0.04708827
       -3.30550918       59.59374695        1.24180061        0.57197421       56.63262455        1.07172792        0.07561967
       -3.28881469       26.48367060        0.44277008        0.37046113       25.02439684        0.58128451        0.06475804
       -3.27212020       58.64458572        1.07241002        0.80213297       55.77745671        0.91305534        0.07953068
       -3.25542571       33.70825237        0.59415459        0.41044246       32.08732310        0.57153464        0.04479758
       -3.23873122       49.60196000        0.73196917        0.68479788       47.21125367        0.88924033        0.08469895
       -3.22203673       51.97152516        0.74073185        0.75720386       49.41218101        0.96600437        0.09540407
       -3.20534224       56.16360075        0.88650260        0.59673668       53.47787553        1.11614085        0.08634508
       -3.18864775       45.58026842        0.83137903        0.43409817       43.30685245        0.94477840        0.06316038
       -3.17195326       39.01657761        0.71035074        0.37604569       36.98942599        0.87956234        0.06119286
       -3.15525876       43.39565908        0.61130971        0.41612674       41.13646144        1.16137709        0.07038409
       -3.13856427       42.26712035        1.00838676        0.36556450       39.95661995        0.87626651        0.06028263
       -3.12186978       38.75234187        0.73259375        0.33354680       36.80396236        0.83217804        0.05006092
       -3.10517529       52.75837235        0.73647712        0.50355193       50.35572519        1.08188154        0.08073657
       -3.08848080       38.05814088        0.59607434        0.33345156       36.06288967        0.99216543        0.07355988
       -3.07178631       37.86630818        0.70141960        0.33135634       35.92383260        0.83538066        0.07431899
       -3.05509182       40.16117489        0.79601413        0.34935757       38.02725079        0.91090791        0.07764449
       -3.03839733       38.11162511        0.79114865        0.29154054       36.21528677        0.75336493        0.06028422
       -3.02170284       39.09234700        0.85788155        0.29442270       37.13597791        0.74705801        0.05700682
       -3.00500835       36.47874792        0.92168739        0.24571211       34.63437505        0.62624021        0.05073316
       -2.98831386       38.13921514        1.06655773        0.29679679       36.17268735        0.54940951        0.05376376
       -2.97161937       28.36706672        0.74883118        0.24143046       26.88707746        0.44753004        0.04219759
       -2.95492487       30.03457275        0.77430766        0.28205827       28.45554649        0.47333073        0.04932961
       -2.93823038       25.53524653        0.62158011        0.24068650       24.22999065        0.40286327        0.04012600
       -2.92153589       32.23917470        0.73593241        0.31698249       30.57399409        0.55449347        0.05777224
       -2.90484140       26.23154020        0.52529542        0.25170280       24.90324544        0.49399553        0.05730101
       -2.88814691       29.12662903        0.59822012        0.29292798       27.65646442        0.51804495        0.06097157
       -2.87145242       32.01476728        0.66432188        0.33565873       30.39079956        0.56002329        0.06396381
       -2.85475793       34.19202403        0.69100704        0.31928047       32.54159574        0.57961158        0.06052920
       -2.83806344       36.49160897        0.52984593        0.43637364       34.73780932        0.71592539        0.07165469
       -2.82136895       29.65378105        0.43870290        0.39129130       28.08733070        0.67209199        0.06436415
       -2.80467446       33.99743484        0.66491504        0.42102678       32.24742352        0.60079282        0.06327668
       -2.78797997       27.48887605        0.46278269        0.30600002       26.15502245        0.51395031        0.05112059
       -2.77128548       25.38880977        0.34509828        0.22314994       24.18171858        0.59836843        0.04047453
       -2.75459098       23.82011957        0.34388466        0.26422073       22.73546334        0.43237148        0.04417936
       -2.73789649       24.72822239        0.41581585        0.33331850       23.57888597        0.36228339        0.03791866
       -2.72120200       24.93640483        0.35504009        0.34552266       23.79485896        0.39873109        0.04225203
       -2.70450751       22.69458862        0.31644716        0.29729877       21.66899717        0.37395340        0.03789212
       -2.68781302       26.57389077        0.35910191        0.35665721       25.34637884        0.46575091        0.04600191
       -2.67111853       31.33520301        0.47283267        0.48659193       29.82527857        0.49870418        0.05179565
       -2.65442404       33.49291843        0.41759642        0.43045009       32.01781242        0.56594511        0.06111439
       -2.63772955       33.93712218        0.46465124        0.47859869       32.39061075        0.54321682        0.06004468
       -2.62103506       36.49686467        0.38537968        0.51005356       34.96792564        0.55582255        0.07768323
       -2.60434057       34.88091873        0.34044047        0.48782622       33.47899418        0.50405156        0.06960629
       -2.58764608       36.28294261        0.26810653        0.36556120       35.04274511        0.53250418        0.07402559
       -2.57095159       43.70655775        0.38590567        0.50630234       42.12673916        0.60368204        0.08392854
       -2.55425710       39.93236679        0.51254683        0.46516504       38.36159651        0.53061016        0.06244825
       -2.53756260       27.28359740        0.24303051        0.29818501       26.29818881        0.39984952        0.04434355
       -2.52086811       25.20382504        0.18942336        0.29626611       24.32293688        0.35809085        0.03710784
       -2.50417362       21.54412102        0.18412632        0.23617212       20.78422571        0.30585169        0.03374518
       -2.48747913       30.64630731        0.24303791        0.27782081       29.70009382        0.37473974        0.05061502
       -2.47078464       35.72962280        0.32198144        0.28064531       34.58888167        0.48034345        0.05777093
       -2.45409015       31.35559706        0.37738808        0.27356225       30.27662006        0.37879894        0.04922772
       -2.43739566       33.68625933        0.31605667        0.32910831       32.57252088        0.41475038        0.05382309
       -2.42070117       28.94541648        0.35419121        0.29045562       27.87364519        0.38405183        0.04307262
       -2.40400668       26.53382667        0.32525103        0.25386259       25.54800040        0.36577928        0.04093336
       -2.38731219       30.39920803        0.35611317        0.35615038       29.25401392        0.38398601        0.04894456
       -2.37061770       27.96815834        0.27013761        0.35503956       26.90060227        0.39642500        0.04595389
       -2.35392321       24.69619863        0.22652309        0.28330561       23.78867568        0.35715881        0.04053543
       -2.33722871       23.51698992        0.19163619        0.26928144       22.63993594        0.37661591        0.03952043
       -2.32053422       20.13586742        0.19547911        0.24112384       19.34308393        0.32262318        0.03355736
       -2.30383973       21.48078316        0.18467293        0.27251149       20.66176062        0.32451341        0.03732471
       -2.28714524       21.60244919        0.12857194        0.31707295       20.73239938        0.38413346        0.04027147
       -2.27045075       19.44297078        0.11219218        0.27784854       18.66166991        0.35639224        0.03486792
       -2.25375626       20.00649227        0.12776150        0.28082048       19.18900603        0.37425740        0.03464686
       -2.23706177       22.49295614        0.18375583        0.36578289       21.52515178        0.38232415        0.03594149
       -2.22036728       24.65824030        0.25091961        0.36518298       23.60978528        0.39280261        0.03954983
       -2.20367279       19.16605355        0.15182039        0.25316695       18.36990741        0.36042076        0.03073804
       -2.18697830       21.44446860        0.15760012        0.30286952       20.60104843        0.34796973        0.03498080
       -2.17028381       23.18277359        0.17908275        0.33550276       22.25260567        0.37739723        0.03818518
       -2.15358932       20.77950317        0.13323784        0.27065223       19.97241400        0.36936564        0.03383347
       -2.13689482       19.04073072        0.13761013        0.22590266       18.24100213        0.40524811        0.03096769
       -2.12020033       22.30762666        0.14986087        0.28257414       21.41665854        0.42263558        0.03589752
       -2.10350584       24.33131242        0.18935318        0.36117869       23.27160096        0.47172395        0.03745564
       -2.08681135       24.75548075        0.13621071        0.34166383       23.70030110        0.53901051        0.03829459
       -2.07011686       21.67528729        0.11550805        0.31376573       20.72790034        0.48547584        0.03263732
       -2.05342237       17.64314487        0.09833310        0.25929395       16.83652949        0.42222487        0.02676346
       -2.03672788       17.19377618        0.11065674        0.26913494       16.37173673        0.41638751        0.02586025
       -2.02003339       15.73744037        0.09812152        0.23795228       15.00371805        0.37433793        0.02331059
       -2.00333890       12.90823617        0.08900872        0.17006010       12.31242611        0.31692644        0.01981480
       -1.98664441       13.71482436        0.10126427        0.17240512       13.05418850        0.36603519        0.02093128
       -1.96994992       14.32225542        0.09585606        0.17569266       13.61644128        0.41266317        0.02160225
       -1.95325543       14.63805921        0.08548879        0.18293637       13.89219387        0.45594728        0.02149290
       -1.93656093       16.39140259        0.11021855        0.25836188       15.46408991        0.53652043        0.02221183
       -1.91986644       12.74520801        0.08642095        0.18949160       12.02752763        0.42383284        0.01793499
       -1.90317195       15.55621660        0.09538169        0.19611439       14.66185977        0.58225393        0.02060682
       -1.88647746       18.95884232        0.11251533        0.22125374       17.94449636        0.65527703        0.02529986
       -1.86978297       25.23739682        0.12851196        0.30674320       23.90392782        0.86467394        0.03353989
       -1.85308848       25.02150510        0.11696468        0.30449800       23.68660265        0.88044283        0.03299693
       -1.83639399       13.98829214        0.08603648        0.17929364       13.19111026        0.51410966        0.01774210
       -1.81969950       16.04347003        0.05980335        0.16927188       15.16430686        0.62999809        0.02008985
       -1.80300501       14.48502234        0.06281835        0.18375269       13.81414587        0.40432861        0.01997682
       -1.78631052       16.83798222        0.06831630        0.21916679       16.00947951        0.51917744        0.02184218
       -1.76961603       15.79189836        0.08420710        0.15869189       14.83416409        0.69742351        0.01741177
       -1.75292154       12.46421220        0.04374885        0.05830698       11.94980539        0.39104396        0.02130702
       -1.73622705        8.07565042        0.02441571        0.05342056        7.69338592        0.29279484        0.01163340
       -1.71953255       10.34380519        0.03303402        0.08337428        9.88261067        0.33012909        0.01465713
       -1.70283806       23.47462439        0.11488835        0.23436627       22.43887271        0.64331376        0.04318330
       -1.68614357       22.50102779        0.28980724        0.35561864       21.23265320        0.59364866        0.02930004
       -1.66944908       11.92313881        0.08213939        0.13344568       11.18477832        0.50611260        0.01666283
       -1.65275459       10.60675559        0.04203732        0.10358352       10.17601654        0.26932406        0.01579414
       -1.63606010       10.04080705        0.03840069        0.12069787        9.65306030        0.21508837        0.01355982
       -1.61936561        8.31488161        0.03072047        0.06003067        8.01375201        0.19656131        0.01381716
       -1.60267112        8.95844989        0.07485484        0.13086861        8.44068592        0.29871675        0.01332376
       -1.58597663       12.80626911        0.05378033        0.13698036       12.33090517        0.26212636        0.02247688
       -1.56928214        5.75935064        0.01940469        0.04100802        5.53204222        0.15689317        0.01000254
       -1.55258765        7.03687008        0.02985959        0.04757564        6.74953328        0.19630827        0.01359330
       -1.53589316        7.30633500        0.01952229        0.04214078        7.05141422        0.17915339        0.01410432
       -1.51919866        8.06182522        0.02132544        0.04331546        7.80338585        0.17793943        0.01585904
       -1.50250417        7.39516544        0.01779581        0.02780253        7.18495064        0.14956784        0.01504862
       -1.48580968       12.52984035        0.02756759        0.03382704       12.16407811        0.27724442        0.02712319
       -1.46911519       12.15544539        0.02559054        0.03898346       11.83683602        0.22792201        0.02611336
       -1.45242070       10.70861027        0.02300366        0.04957061       10.40541816        0.20884998        0.02176787
       -1.43572621       11.70082240        0.02424667        0.04786922       11.32898229        0.27588229        0.02384194
       -1.41903172       11.45164477        0.02811374        0.04244972       11.03849360        0.31875179        0.02383592
       -1.40233723       11.37516965        0.02419408        0.04649343       11.01144823        0.26956662        0.02346729
       -1.38564274       12.88679921        0.01752491        0.03324732       12.51990748        0.29004153        0.02607796
       -1.36894825       17.30831231        0.02152076        0.03449431       16.83483182        0.38169634        0.03576909
       -1.35225376       26.03293878        0.03523383        0.04558783       25.28087971        0.61668905        0.05454837
       -1.33555927       28.20311818        0.05250017        0.06461175       27.48870830        0.53557589        0.06172207
       -1.31886477       19.03414402        0.02645743        0.03922607       18.52132389        0.40749525        0.03964139
       -1.30217028       19.17819929        0.02601074        0.05326880       18.71895613        0.34193437        0.03802926
       -1.28547579       15.72797379        0.02276499        0.02660015       15.30557037        0.33886939        0.03416889
       -1.26878130       18.15666489        0.02870428        0.02287974       17.66600862        0.39892967        0.04014258
       -1.25208681       20.37216030        0.03251257        0.02224726       19.75451409        0.51863483        0.04425154
       -1.23539232       15.41116314        0.02223486        0.00504136       14.94464304        0.40683847        0.03240541
       -1.21869783       18.21166407        0.03279240        0.00329434       17.65531674        0.48270006        0.03756053
       -1.20200334       19.21870774        0.03651210        0.00672637       18.61520104        0.51848993        0.04177831
       -1.18530885       18.22607896        0.03322753        0.00430893       17.67158103        0.47579314        0.04116833
       -1.16861436       18.67391416        0.03627722        0.00130705       18.10492628        0.48915760        0.04224601
       -1.15191987       17.44449713        0.03882567       -0.00362497       16.88664838        0.48306240        0.03958566
       -1.13522538       18.82734603        0.04191994       -0.00858620       18.21003042        0.54055348        0.04342839
       -1.11853088       15.36602676        0.03555650       -0.00559311       14.87410046        0.42558075        0.03638216
       -1.10183639       12.27255892        0.02613730       -0.00439866       11.89532684        0.32588202        0.02961142
       -1.08514190       14.75599291        0.03283084       -0.00458664       14.32514514        0.36612367        0.03647990
       -1.06844741       14.06462262        0.03256321       -0.00819869       13.61239796        0.39305746        0.03480268
       -1.05175292       12.76477022        0.03707819       -0.01326534       12.34450433        0.36525650        0.03119654
       -1.03505843       11.30160387        0.02693201       -0.01337919       10.92307236        0.33603619        0.02894250
       -1.01836394       10.64829634        0.03103187       -0.00930593       10.31944005        0.27966738        0.02746297
       -1.00166945       12.28835306        0.02784031       -0.01530123       11.83028427        0.41384661        0.03168310
       -0.98497496       10.57152927        0.02554944       -0.01679771       10.15206541        0.38340915        0.02730298
       -0.96828047       10.35610160        0.02443149       -0.01620609        9.96649782        0.35445834        0.02692003
       -0.95158598       10.48401208        0.02195745       -0.01861450       10.09576647        0.35772244        0.02718022
       -0.93489149        7.84483584        0.01633880       -0.01310462        7.56099753        0.26059710        0.02000704
       -0.91819699        7.24069549        0.01604882       -0.01187894        6.97336052        0.24476039        0.01840470
       -0.90150250        9.27290427        0.02332985       -0.01236723        8.94460614        0.29295788        0.02437763
       -0.88480801       11.41199613        0.03190013       -0.01750278       11.01567753        0.35205671        0.02986454
       -0.86811352       10.00474776        0.06689850       -0.01319579        9.60250410        0.32237163        0.02616932
       -0.85141903       11.09501928        0.25276229        0.00316772       10.46102143        0.34787399        0.03019385
       -0.83472454        9.54218072        0.53920926        0.03095618        8.62794141        0.31651360        0.02756026
       -0.81803005       11.13178972        0.81367726        0.05518837        9.88254193        0.34705097        0.03333119
       -0.80133556        8.53205800        0.63544212        0.04465774        7.55549034        0.27086829        0.02559951
       -0.78464107        8.17603870        0.44943216        0.02730285        7.41414608        0.26223147        0.02292614
       -0.76794658        7.82283388        0.23089302        0.00692499        7.30890785        0.25598082        0.02012721
       -0.75125209        8.22148376        0.15647375        0.00163777        7.76090229        0.28212755        0.02034241
       -0.73455760        6.84338430        0.17303637        0.00834056        6.42018559        0.22451977        0.01730201
       -0.71786311        6.72547361        0.26592804        0.02063337        6.20747141        0.21396334        0.01747745
       -0.70116861        6.79611550        0.43472910        0.04134890        6.09065118        0.21062515        0.01876116
       -0.68447412        7.27372162        0.69354416        0.07029328        6.26117732        0.22734753        0.02135934
       -0.66777963       10.20857375        1.19393650        0.11663063        8.55762516        0.30919521        0.03118625
       -0.65108514        9.56013706        1.69999171        0.14906517        7.39038061        0.28795013        0.03274944
       -0.63439065        8.11926109        2.05401920        0.14669024        5.64186864        0.24550721        0.03117580
       -0.61769616        8.01576169        2.11609815        0.14515600        5.47491110        0.24945460        0.03014183
       -0.60100167        8.31371387        2.38197395        0.17116223        5.47969239        0.24739431        0.03349098
       -0.58430718        8.51935940        2.42397123        0.16764959        5.65144607        0.24069685        0.03559566
       -0.56761269        9.24242190        2.67032344        0.18694234        6.09554336        0.24989086        0.03972189
       -0.55091820        9.29312868        2.21864466        0.14753434        6.61193560        0.28263238        0.03238170
       -0.53422371        9.08171789        2.99696125        0.19252674        5.56996463        0.28569202        0.03657325
       -0.51752922        8.97477362        3.09939836        0.18560194        5.36773412        0.28670727        0.03533193
       -0.50083472        8.55788251        3.31178263        0.20341383        4.72476651        0.28344366        0.03447587
       -0.48414023        7.09335550        3.22804105        0.20083298        3.38318265        0.25133831        0.02996052
       -0.46744574        6.33219279        3.41008429        0.21320263        2.45044449        0.22817633        0.03028505
       -0.45075125        6.81867726        3.50259374        0.20527630        2.83466885        0.24544957        0.03068880
       -0.43405676        7.28177477        3.34451208        0.18968154        3.45808288        0.25952712        0.02997115
       -0.41736227        8.03524725        3.40573097        0.20791772        4.10987937        0.27892396        0.03279523
       -0.40066778        7.55169022        3.78458709        0.23702117        3.23304373        0.26194761        0.03509062
       -0.38397329        7.78660487        3.85757976        0.24318802        3.38198307        0.26812582        0.03572820
       -0.36727880        6.72833806        3.36711253        0.24523609        2.88279744        0.19786745        0.03532456
       -0.35058431        5.86376940        2.84907619        0.21017852        2.60348828        0.17025782        0.03076860
       -0.33388982        5.93185763        2.86214262        0.20651468        2.64720465        0.18666861        0.02932706
       -0.31719533        6.93732820        3.56564522        0.24503703        2.84464124        0.24951640        0.03248832
       -0.30050083        8.08897853        3.88995016        0.33042807        3.56477348        0.26437474        0.03945208
       -0.28380634        8.04649190        4.03191002        0.35990655        3.31551993        0.30270289        0.03645252
       -0.26711185        8.47818274        5.23438841        0.46042427        2.37047382        0.37140002        0.04149621
       -0.25041736        6.88621825        4.11069155        0.35697970        2.10136630        0.28552195        0.03165875
       -0.23372287        7.05779872        4.27277406        0.33795478        2.11406789        0.30231555        0.03068643
       -0.21702838        6.71023509        4.15856368        0.35466009        1.88289813        0.28413210        0.02998109
       -0.20033389        6.41169195        4.12861209        0.37429781        1.60886409        0.27050077        0.02941719
       -0.18363940        7.75030463        5.27342596        0.54837948        1.58980560        0.29901724        0.03967635
       -0.16694491        7.13338920        4.98538319        0.51370043        1.33264348        0.26402240        0.03763969
       -0.15025042       11.24309924        7.83387696        0.86343869        2.16830716        0.30536699        0.07210944
       -0.13355593        6.07735399        4.30353869        0.46231751        1.09121801        0.18439973        0.03588005
       -0.11686144        4.59374021        3.19990643        0.35718842        0.89105566        0.11489739        0.03069231
       -0.10016694        3.77303765        2.59786395        0.30616041        0.75548283        0.08730262        0.02622784
       -0.08347245        3.11566881        2.14048617        0.27633570        0.60546392        0.07131100        0.02207201
       -0.06677796        3.02489375        2.11299103        0.27417133        0.53576163        0.08190721        0.02006256
       -0.05008347        3.13415944        2.26534757        0.26405678        0.48072182        0.10555921        0.01847406
       -0.03338898        3.68729472        2.68313427        0.31729114        0.52742888        0.13854545        0.02089498
       -0.01669449        4.36523987        3.11607903        0.43023508        0.62667337        0.16633971        0.02591268
        0.00000000        4.59277527        3.29427010        0.42005320        0.66036034        0.19235658        0.02573504
