#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species I as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -9.31552588        0.22845878        0.02129473        0.17668804        0.02603392        0.00444209
       -9.29883139        0.24730017        0.01087178        0.21864654        0.01463141        0.00315044
       -9.28213689        0.54006774        0.01336983        0.50458548        0.01707270        0.00503973
       -9.26544240        2.64818297        0.07449383        2.44704438        0.10353496        0.02310979
       -9.24874791        2.43040346        0.06309114        2.25162186        0.09468137        0.02100909
       -9.23205342        2.00267515        0.03478987        1.86533110        0.08588499        0.01666919
       -9.21535893        2.32672967        0.07017858        2.12942019        0.10253345        0.02459744
       -9.19866444        0.29976212        0.00762787        0.27540325        0.01362399        0.00310702
       -9.18196995        0.08806480        0.00227208        0.08107014        0.00385111        0.00087148
       -9.16527546        0.04307086        0.00098910        0.03981859        0.00185131        0.00041185
       -9.14858097        0.02496894        0.00055369        0.02315223        0.00102476        0.00023827
       -9.13188648        0.01599733        0.00035544        0.01488072        0.00060891        0.00015225
       -9.11519199        0.01380880        0.00030237        0.01287264        0.00050907        0.00012471
       -9.09849750        0.01039766        0.00023094        0.00970311        0.00037171        0.00009190
       -9.08180301        0.00997975        0.00023233        0.00931619        0.00034366        0.00008758
       -9.06510851        0.00884148        0.00020413        0.00826352        0.00029861        0.00007522
       -9.04841402        0.00676224        0.00016293        0.00631060        0.00023060        0.00005811
       -9.03171953        0.00494396        0.00011846        0.00461341        0.00016963        0.00004246
       -9.01502504        0.00359551        0.00008490        0.00335461        0.00012383        0.00003217
       -8.99833055        0.00411937        0.00010088        0.00383808        0.00014266        0.00003776
       -8.98163606        0.00310378        0.00007198        0.00290212        0.00010238        0.00002730
       -8.96494157        0.00289334        0.00006070        0.00271903        0.00008942        0.00002418
       -8.94824708        0.00301152        0.00005602        0.00284588        0.00008595        0.00002367
       -8.93155259        0.00245791        0.00004381        0.00232569        0.00006923        0.00001919
       -8.91485810        0.00232402        0.00003771        0.00220519        0.00006294        0.00001817
       -8.89816361        0.00184064        0.00002893        0.00174695        0.00005024        0.00001452
       -8.88146912        0.00113976        0.00001689        0.00108254        0.00003070        0.00000962
       -8.86477462        0.00127025        0.00001661        0.00121041        0.00003299        0.00001024
       -8.84808013        0.00133598        0.00001566        0.00127549        0.00003427        0.00001056
       -8.83138564        0.00145861        0.00001589        0.00139383        0.00003769        0.00001120
       -8.81469115        0.00184970        0.00001963        0.00176710        0.00004876        0.00001421
       -8.79799666        0.00271825        0.00002857        0.00259642        0.00007220        0.00002106
       -8.78130217        0.00379627        0.00003532        0.00363987        0.00009411        0.00002697
       -8.76460768        0.00613092        0.00004198        0.00592299        0.00012987        0.00003608
       -8.74791319        0.01054711        0.00005188        0.01025264        0.00018931        0.00005328
       -8.73121870        0.01642288        0.00005957        0.01603019        0.00025762        0.00007550
       -8.71452421        0.03397507        0.00009608        0.03326612        0.00046986        0.00014302
       -8.69782972        0.08335075        0.00018035        0.08189254        0.00097202        0.00030584
       -8.68113523        0.17832401        0.00034569        0.17538809        0.00197788        0.00061235
       -8.66444073        0.41417569        0.00080881        0.40727748        0.00472840        0.00136101
       -8.64774624        3.55240503        0.00501678        3.50775469        0.03021357        0.00941998
       -8.63105175        2.40289054        0.00532975        2.35463836        0.03411074        0.00881169
       -8.61435726        3.09778629        0.01269339        2.99312802        0.07240815        0.01955673
       -8.59766277        4.47456626        0.01424948        4.33110355        0.10267623        0.02653700
       -8.58096828        5.04644443        0.02311545        4.87545710        0.11508712        0.03278476
       -8.56427379        9.93497140        0.04279654        9.71779215        0.12138180        0.05300092
       -8.54757930        5.72778561        0.04294176        5.54017183        0.10659623        0.03807578
       -8.53088481        4.76282826        0.03929487        4.60484580        0.08751004        0.03117755
       -8.51419032        4.94460935        0.03481537        4.80412476        0.07578402        0.02988520
       -8.49749583        7.16482424        0.04894208        6.98915766        0.08887354        0.03785095
       -8.48080134        4.29546203        0.03068093        4.15592260        0.08315840        0.02570010
       -8.46410684       14.31521868        0.03366340       14.08310587        0.14103206        0.05741735
       -8.44741235       10.33670916        0.02439418       10.17948054        0.09395582        0.03887862
       -8.43071786        8.01578453        0.02154697        7.89580023        0.06965931        0.02877802
       -8.41402337        5.96642373        0.01526511        5.87562226        0.05410886        0.02142750
       -8.39732888        5.35437199        0.01396619        5.27207000        0.04927604        0.01905976
       -8.38063439        6.27968978        0.01706652        6.18111251        0.05936358        0.02214717
       -8.36393990        3.67489404        0.01269408        3.61879733        0.03139986        0.01200278
       -8.34724541        3.69456312        0.01429703        3.63890610        0.02976483        0.01159515
       -8.33055092        4.68287781        0.01783694        4.61316707        0.03726839        0.01460541
       -8.31385643        4.68768053        0.01617125        4.61800886        0.03879929        0.01470113
       -8.29716194        7.04792302        0.02259502        6.94174497        0.06132990        0.02225313
       -8.28046745       12.23734277        0.03733091       12.06448266        0.09849578        0.03703341
       -8.26377295        6.02807390        0.01745726        5.93852425        0.05311377        0.01897862
       -8.24707846        5.88343470        0.01508890        5.79870069        0.05157374        0.01807137
       -8.23038397       12.41587266        0.02767295       12.24735806        0.10378560        0.03705605
       -8.21368948       14.09140690        0.03221001       13.89718366        0.11942881        0.04258442
       -8.19699499       10.41944606        0.02989566       10.27392565        0.08427837        0.03134638
       -8.18030050        7.58619008        0.02165884        7.47940509        0.06230988        0.02281627
       -8.16360601        6.82287260        0.02344050        6.71881428        0.06088070        0.01973712
       -8.14691152        8.57372571        0.03402057        8.43825880        0.07666695        0.02477938
       -8.13021703        7.15514315        0.02788199        7.04426300        0.06224388        0.02075428
       -8.11352254        4.85527476        0.01966794        4.78045187        0.04194954        0.01320541
       -8.09682805        8.03436020        0.03093648        7.91419318        0.06962778        0.01960277
       -8.08013356        4.50396737        0.02053447        4.43819737        0.03405260        0.01118293
       -8.06343907        7.19625606        0.03355644        7.08438209        0.05985867        0.01845886
       -8.04674457       13.90223014        0.03715125       13.69972394        0.12185767        0.04349729
       -8.03005008        5.72563216        0.01198925        5.64691734        0.04901911        0.01770646
       -8.01335559       18.61990269        0.05808467       18.34818142        0.16012204        0.05351456
       -7.99666110        8.19526339        0.03818742        8.06345222        0.07134534        0.02227841
       -7.97996661        5.26147221        0.02905272        5.17593827        0.04294037        0.01354085
       -7.96327212        4.32726800        0.01723576        4.26196336        0.03626554        0.01180334
       -7.94657763       11.01106739        0.04520458       10.84812524        0.08890028        0.02883729
       -7.92988314       10.58153698        0.03676071       10.43163578        0.08663256        0.02650793
       -7.91318865       13.72649322        0.04624819       13.54065555        0.10933370        0.03025578
       -7.89649416       14.24308891        0.06122747       14.03463671        0.11378966        0.03343507
       -7.87979967       13.46955533        0.06718423       13.25379133        0.11400593        0.03457384
       -7.86310518        9.56592604        0.04091627        9.42330385        0.07717526        0.02453066
       -7.84641068        5.02979687        0.02347374        4.95482134        0.03915676        0.01234503
       -7.82971619        6.96829675        0.03931196        6.85390417        0.05723430        0.01784632
       -7.81302170        8.09368068        0.03338707        7.98711687        0.05523922        0.01793752
       -7.79632721        5.61011949        0.02739658        5.53100280        0.03923659        0.01248353
       -7.77963272        4.10710672        0.02282991        4.04174424        0.03418836        0.00834421
       -7.76293823        4.86238647        0.02896752        4.77881071        0.04566696        0.00894129
       -7.74624374        4.53960953        0.02582361        4.46232796        0.04364738        0.00781058
       -7.72954925        6.24431198        0.03412446        6.14314634        0.05648746        0.01055373
       -7.71285476       10.48001481        0.06223247       10.31490841        0.08565742        0.01721652
       -7.69616027       12.12679429        0.05650122       11.97828078        0.07572528        0.01628701
       -7.67946578       16.84415706        0.07021120       16.66377106        0.08860665        0.02156815
       -7.66277129       18.75292360        0.08033472       18.54617861        0.09494950        0.03146077
       -7.64607679       39.89966470        0.18887254       39.40833735        0.22942758        0.07302722
       -7.62938230       27.05721362        0.12265772       26.73373022        0.14982510        0.05100058
       -7.61268781       31.24112344        0.15470687       30.83892467        0.18159707        0.06589483
       -7.59599332       34.34650045        0.18161019       33.88328432        0.20670008        0.07490586
       -7.57929883       31.37011779        0.17725736       30.92019057        0.20053104        0.07213883
       -7.56260434       47.64134840        0.28674297       46.90137630        0.33644836        0.11678077
       -7.54590985       21.90645384        0.12687124       21.58069794        0.14935099        0.04953366
       -7.52921536       23.76749716        0.13956100       23.40131163        0.17631834        0.05030619
       -7.51252087       20.62241856        0.11886447       20.30289701        0.15800029        0.04265680
       -7.49582638       20.02085599        0.11536838       19.70577269        0.15597337        0.04374155
       -7.47913189       17.47037694        0.10282224       17.18506189        0.14121975        0.04127306
       -7.46243740       11.08291302        0.06410281       10.90146757        0.09226287        0.02507977
       -7.44574290       17.90409271        0.09986481       17.61416952        0.15202092        0.03803747
       -7.42904841       32.93524014        0.18372096       32.39784138        0.28083096        0.07284684
       -7.41235392       35.94260050        0.18769729       35.37613594        0.30736774        0.07139953
       -7.39565943       27.64813882        0.14118779       27.21301754        0.24178420        0.05214929
       -7.37896494       26.95342454        0.13566930       26.51890149        0.24840845        0.05044530
       -7.36227045       20.01359444        0.08688790       19.72998615        0.16636817        0.03035223
       -7.34557596       23.74797469        0.11347714       23.37859066        0.21465221        0.04125469
       -7.32888147       16.76269252        0.06781066       16.52824051        0.14360223        0.02303912
       -7.31218698        9.32155766        0.03246636        9.20878871        0.06729003        0.01301255
       -7.29549249       21.42366052        0.05950974       21.19379045        0.14819088        0.02216945
       -7.27879800       26.10943766        0.06086305       25.87670030        0.14668942        0.02518488
       -7.26210351       17.21598276        0.05319958       17.02508967        0.11261991        0.02507361
       -7.24540902       14.92360324        0.06431672       14.70953470        0.11948950        0.03026233
       -7.22871452       13.28611467        0.04591869       13.14456558        0.07585609        0.01977431
       -7.21202003       18.79413169        0.05401136       18.60212215        0.11221574        0.02578245
       -7.19532554       24.84049276        0.04020177       24.65984595        0.12057088        0.01987416
       -7.17863105       42.13254065        0.07998307       41.79806727        0.21546682        0.03902349
       -7.16193656        9.68018679        0.01154070        9.62303452        0.03984419        0.00576739
       -7.14524207       24.80170487        0.04366945       24.63339516        0.10855781        0.01608246
       -7.12854758       24.30195672        0.04236025       24.12668110        0.11541455        0.01750083
       -7.11185309       35.99668188        0.09228465       35.69275215        0.17795361        0.03369146
       -7.09515860       29.87073750        0.07689594       29.61464037        0.14827016        0.03093104
       -7.07846411       25.64492422        0.05330444       25.46092467        0.10778552        0.02290959
       -7.06176962       27.47947935        0.04618450       27.30200185        0.11053141        0.02076159
       -7.04507513       21.43142674        0.02912794       21.30599772        0.08080608        0.01549500
       -7.02838063       16.41534233        0.02463925       16.31072697        0.06705634        0.01291977
       -7.01168614       22.50836679        0.03917836       22.34678629        0.10212448        0.02027766
       -6.99499165       19.65887760        0.04410936       19.49374746        0.09930725        0.02171352
       -6.97829716       19.10329735        0.02636997       18.98362638        0.07807479        0.01522620
       -6.96160267       20.43391651        0.03363964       20.29489334        0.08768612        0.01769740
       -6.94490818       12.40356956        0.01320748       12.33677767        0.04550803        0.00807638
       -6.92821369       14.78205907        0.01627907       14.69920673        0.05682381        0.00974946
       -6.91151920       16.46657245        0.02232182       16.36040754        0.07200371        0.01183938
       -6.89482471       17.48926564        0.01726653       17.37599252        0.08642059        0.00958601
       -6.87813022       38.62935504        0.04218383       38.37017894        0.19172997        0.02526230
       -6.86143573       22.06882783        0.02006861       21.90630389        0.12693173        0.01552361
       -6.84474124       20.11887363        0.02130989       19.96961092        0.11270010        0.01525272
       -6.82804674       28.76052935        0.03205132       28.54751723        0.15764027        0.02332052
       -6.81135225       30.25086504        0.03472659       30.01212545        0.16900699        0.03500601
       -6.79465776       52.84829543        0.05789158       52.39836160        0.32447623        0.06756602
       -6.77796327       19.08360706        0.02209705       18.92015516        0.11601034        0.02534450
       -6.76126878       29.52867987        0.02905384       29.32788097        0.13726962        0.03447544
       -6.74457429       20.93038002        0.02284050       20.75912754        0.11814615        0.03026582
       -6.72787980       38.01710799        0.03415742       37.75110930        0.18285005        0.04899122
       -6.71118531       34.62065571        0.02876481       34.38198926        0.17295942        0.03694222
       -6.69449082       43.67365424        0.04224339       43.36436416        0.22038476        0.04666194
       -6.67779633       56.96475837        0.05305318       56.57078337        0.28218465        0.05873716
       -6.66110184       18.77765220        0.01774636       18.63838693        0.09861518        0.02290373
       -6.64440735       21.42241733        0.02062615       21.25657290        0.11491177        0.03030650
       -6.62771285       61.59748763        0.05927885       61.12198847        0.33316241        0.08305791
       -6.61101836       45.60510641        0.03675139       45.28336184        0.22463211        0.06036107
       -6.59432387       54.18318490        0.04294401       53.82542481        0.25559408        0.05922199
       -6.57762938       41.52885523        0.02337940       41.27936849        0.18229736        0.04380997
       -6.56093489       40.19594873        0.02024933       39.96078128        0.17657723        0.03834089
       -6.54424040       31.73176418        0.01652621       31.55660727        0.12952823        0.02910247
       -6.52754591       43.41523806        0.02532030       43.16358325        0.17939284        0.04694167
       -6.51085142       29.63585214        0.01464199       29.48781240        0.10543399        0.02796377
       -6.49415693       32.26286710        0.01555137       32.11183491        0.10458667        0.03089415
       -6.47746244       32.17031278        0.01496975       32.02706368        0.09713702        0.03114233
       -6.46076795       44.99275588        0.02071615       44.78372712        0.14118032        0.04713230
       -6.44407346       49.26426436        0.02019198       49.04681039        0.14936686        0.04789513
       -6.42737896       47.57901389        0.01915152       47.36810586        0.14647929        0.04527722
       -6.41068447       81.39886826        0.03995859       81.02826632        0.25164024        0.07900311
       -6.39398998       64.58563875        0.03539196       64.27401369        0.20788578        0.06834731
       -6.37729549       38.68474977        0.02280674       38.48325817        0.13790472        0.04078015
       -6.36060100       25.19913299        0.01466822       25.06299361        0.09658470        0.02488647
       -6.34390651       26.24420598        0.01692208       26.08720025        0.11369045        0.02639320
       -6.32721202       37.09261564        0.02383715       36.87788800        0.15429447        0.03659603
       -6.31051753       37.25441102        0.02916817       37.01759321        0.16848869        0.03916094
       -6.29382304       43.88166085        0.03063332       43.62394278        0.17734385        0.04974090
       -6.27712855       39.22697189        0.02907571       38.98124794        0.17640310        0.04024513
       -6.26043406       21.05465353        0.01652256       20.91948672        0.09767773        0.02096651
       -6.24373957       18.34378625        0.01460047       18.21081960        0.10114279        0.01722339
       -6.22704508        3.24290947        0.00265443        3.21948869        0.01748837        0.00327798
       -6.21035058        2.14817570        0.00149506        2.13161877        0.01270685        0.00235502
       -6.19365609        3.26719513        0.00200253        3.24370330        0.01797301        0.00351629
       -6.17696160        9.96957474        0.00580358        9.91341928        0.04042457        0.00992731
       -6.16026711       39.11572806        0.02605784       38.87839805        0.17436232        0.03690984
       -6.14357262       37.92604770        0.02796949       37.66891723        0.18972744        0.03943355
       -6.12687813       62.31879755        0.03712984       61.92081534        0.29933511        0.06151726
       -6.11018364       50.68220181        0.03238674       50.35927658        0.24436676        0.04617172
       -6.09348915       25.71495549        0.01458344       25.57187906        0.10868069        0.01981231
       -6.07679466       57.12277814        0.02549014       56.78709679        0.26069179        0.04949943
       -6.06010017       93.24430260        0.04848179       92.75311530        0.36688406        0.07582144
       -6.04340568       49.69870396        0.02271152       49.44016345        0.19702135        0.03880764
       -6.02671119       21.51768519        0.00832074       21.41813447        0.07462378        0.01660620
       -6.01001669       65.73761939        0.02751123       65.41298883        0.23831219        0.05880714
       -5.99332220       43.42286812        0.01733741       43.18460514        0.16961421        0.05131136
       -5.97662771       64.76790226        0.02413762       64.44327600        0.21956222        0.08092643
       -5.95993322       47.33831813        0.01948975       47.10583555        0.15914121        0.05385162
       -5.94323873       80.27837716        0.03191538       79.94180222        0.21811581        0.08654376
       -5.92654424       43.90305944        0.01563473       43.73205618        0.11305318        0.04231536
       -5.90984975       25.76387012        0.00896487       25.65653052        0.07245842        0.02591630
       -5.89315526       22.27259711        0.00837415       22.17912551        0.06288986        0.02220759
       -5.87646077       25.02328865        0.00929469       24.92915231        0.06260291        0.02223874
       -5.85976628      144.10894458        0.05539330      143.56912290        0.35306819        0.13136018
       -5.84307179       67.09511786        0.02207064       66.85454002        0.16121039        0.05729681
       -5.82637730       44.36305249        0.01101386       44.20058073        0.11337071        0.03808719
       -5.80968280       81.87655852        0.01517793       81.59233492        0.19712606        0.07191961
       -5.79298831       97.04722393        0.01477368       96.72535081        0.22132242        0.08577702
       -5.77629382       29.98394302        0.00608678       29.88243264        0.07026085        0.02516275
       -5.75959933       20.45484403        0.00267198       20.38878459        0.04621281        0.01717465
       -5.74290484       73.20203880        0.01328802       72.95786624        0.17456524        0.05631929
       -5.72621035       32.44261140        0.00576405       32.34358302        0.07035035        0.02291398
       -5.70951586      127.54092924        0.01806813      127.21966638        0.21762139        0.08557333
       -5.69282137       68.36437726        0.01233320       68.10469745        0.19255361        0.05479300
       -5.67612688       48.82249282        0.00610228       48.65193250        0.12611291        0.03834512
       -5.65943239        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.64273790        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.62604341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.60934891        4.05581568        0.00340543        4.03005800        0.01671858        0.00563368
       -5.59265442        6.62183684        0.00487606        6.57999978        0.02674463        0.01021636
       -5.57595993        9.18984470        0.00592824        9.13188017        0.03647747        0.01555882
       -5.55926544       21.03296324        0.01155007       20.89338984        0.09022246        0.03780086
       -5.54257095       36.06812765        0.01645236       35.81020464        0.17343064        0.06804002
       -5.52587646       38.85981380        0.01961749       38.55551870        0.21134177        0.07333584
       -5.50918197       29.85111587        0.01691938       29.60500536        0.17157816        0.05761296
       -5.49248748       31.19809182        0.02041302       30.91385521        0.20162836        0.06219524
       -5.47579299       43.12378873        0.02982777       42.70076722        0.30067453        0.09251921
       -5.45909850        5.67461520        0.00333023        5.62450686        0.03409257        0.01268554
       -5.44240401       23.57387766        0.01802971       23.30803925        0.19412308        0.05368562
       -5.42570952       27.35576890        0.02284487       27.03245495        0.22941466        0.07105442
       -5.40901503       20.57601184        0.01853633       20.31783716        0.18160775        0.05803060
       -5.39232053       13.18268785        0.01224998       13.01532443        0.11692773        0.03818570
       -5.37562604       17.92186157        0.01669226       17.68572101        0.16729995        0.05214834
       -5.35893155       13.58292000        0.01240078       13.40541293        0.12435855        0.04074775
       -5.34223706       12.79040110        0.01131120       12.62277040        0.11657214        0.03974736
       -5.32554257       13.84692516        0.01148932       13.66501826        0.12594033        0.04447725
       -5.30884808        9.61141577        0.00886408        9.47452297        0.09407588        0.03395284
       -5.29215359       10.49910980        0.01075878       10.34177296        0.10634698        0.04023108
       -5.27545910        6.56962817        0.00698468        6.46920453        0.06688072        0.02655824
       -5.25876461        5.67757359        0.00614177        5.58894740        0.05850080        0.02398362
       -5.24207012        5.19893290        0.00569653        5.11657486        0.05381420        0.02284731
       -5.22537563        4.71890663        0.00514110        4.64331949        0.04902443        0.02142162
       -5.20868114        3.91485836        0.00405507        3.85252125        0.04008925        0.01819278
       -5.19198664        3.37320919        0.00325721        3.32046932        0.03348998        0.01599268
       -5.17529215        2.92196087        0.00261541        2.87719101        0.02803193        0.01412253
       -5.15859766        2.47123195        0.00203076        2.43420333        0.02283071        0.01216715
       -5.14190317        2.02102244        0.00150327        1.99150630        0.01788630        0.01012656
       -5.12520868        1.55064899        0.00101831        1.52871136        0.01302408        0.00789524
       -5.10851419        0.75990177        0.00042029        0.74955730        0.00599861        0.00392557
       -5.09181970        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.07512521        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.05843072        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.04173623        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.02504174        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -5.00834725        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.99165275        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.97495826        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.95826377        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.94156928        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.92487479        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.90818030        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.89148581        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.87479132        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.85809683        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.84140234        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.82470785        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.80801336        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.79131886        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.77462437        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.75792988        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.74123539        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.72454090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.70784641        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.69115192        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.67445743        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.65776294        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.64106845        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.62437396        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.60767947        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.59098497        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.57429048        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.55759599        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.54090150        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.52420701        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.50751252        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.49081803        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.47412354        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.45742905        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.44073456        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.42404007        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.40734558        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.39065109        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.37395659        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.35726210        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.34056761        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.32387312        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.30717863        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.29048414        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.27378965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.25709516        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.24040067        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.22370618        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.20701169        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.19031720        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.17362270        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.15692821        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.14023372        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -4.12353923        0.00000001        0.00000000        0.00000001        0.00000000        0.00000000
       -4.10684474        0.00000313        0.00000003        0.00000247        0.00000038        0.00000024
       -4.09015025        0.00002101        0.00000023        0.00001734        0.00000236        0.00000109
       -4.07345576        0.00005861        0.00000070        0.00004779        0.00000663        0.00000349
       -4.05676127        0.00007515        0.00000079        0.00006138        0.00000868        0.00000431
       -4.04006678        0.00008529        0.00000071        0.00006982        0.00001018        0.00000458
       -4.02337229        0.00009913        0.00000064        0.00008141        0.00001217        0.00000491
       -4.00667780        0.00016244        0.00000064        0.00013449        0.00002027        0.00000703
       -3.98998331        0.00018073        0.00000020        0.00014912        0.00002336        0.00000805
