#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species N as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2
       -8.68113523        0.00911684        0.00034607        0.00740439        0.00136638
       -8.66444073        0.02117738        0.00084475        0.01712238        0.00321025
       -8.64774624        0.08473969        0.00268916        0.06885800        0.01319254
       -8.63105175        0.16410935        0.00759711        0.13052487        0.02598737
       -8.61435726        0.50156382        0.02412153        0.40529298        0.07214930
       -8.59766277        0.68762698        0.03126639        0.56648211        0.08987848
       -8.58096828        0.66660947        0.03256007        0.54801067        0.08603872
       -8.56427379        0.75939038        0.04275666        0.63600878        0.08062494
       -8.54757930        0.66715359        0.03806654        0.56819448        0.06089258
       -8.53088481        0.41572280        0.02935066        0.35193148        0.03444066
       -8.51419032        0.32300104        0.02735207        0.27486814        0.02078082
       -8.49749583        0.26719603        0.02744078        0.21978128        0.01997397
       -8.48080134        0.19524710        0.01942831        0.15733420        0.01848459
       -8.46410684        0.18554163        0.00809771        0.16487811        0.01256581
       -8.44741235        0.10574322        0.00347548        0.09635241        0.00591533
       -8.43071786        0.07302251        0.00208259        0.06734777        0.00359215
       -8.41402337        0.04842805        0.00110647        0.04492674        0.00239484
       -8.39732888        0.04121167        0.00074891        0.03851551        0.00194725
       -8.38063439        0.04559751        0.00061040        0.04295533        0.00203177
       -8.36393990        0.02808653        0.00059257        0.02647944        0.00101452
       -8.34724541        0.02910801        0.00085317        0.02740114        0.00085371
       -8.33055092        0.03703501        0.00116910        0.03485110        0.00101481
       -8.31385643        0.03444401        0.00103896        0.03240421        0.00100084
       -8.29716194        0.04895707        0.00123970        0.04618412        0.00153325
       -8.28046745        0.08269726        0.00246926        0.07783927        0.00238873
       -8.26377295        0.03932640        0.00090360        0.03715228        0.00127052
       -8.24707846        0.03946213        0.00082597        0.03744233        0.00119382
       -8.23038397        0.08517398        0.00238435        0.08046219        0.00232744
       -8.21368948        0.09312147        0.00266446        0.08788994        0.00256707
       -8.19699499        0.06454813        0.00229063        0.06060218        0.00165532
       -8.18030050        0.04742907        0.00154064        0.04467919        0.00120923
       -8.16360601        0.04376772        0.00124720        0.04135933        0.00116119
       -8.14691152        0.05347179        0.00165797        0.05041305        0.00140077
       -8.13021703        0.04574633        0.00162817        0.04302505        0.00109311
       -8.11352254        0.03431759        0.00103216        0.03256559        0.00071984
       -8.09682805        0.05786242        0.00169172        0.05500086        0.00116984
       -8.08013356        0.03482437        0.00105990        0.03322782        0.00053664
       -8.06343907        0.05081776        0.00120050        0.04860855        0.00100871
       -8.04674457        0.09656444        0.00150265        0.09275506        0.00230673
       -8.03005008        0.04259665        0.00038686        0.04124301        0.00096678
       -8.01335559        0.13706048        0.00159906        0.13248216        0.00297927
       -7.99666110        0.06284225        0.00149185        0.06021995        0.00113045
       -7.97996661        0.04545186        0.00125757        0.04359553        0.00059876
       -7.96327212        0.03285430        0.00067724        0.03155690        0.00062016
       -7.94657763        0.08636114        0.00155463        0.08329643        0.00151009
       -7.92988314        0.08122266        0.00054052        0.07908710        0.00159504
       -7.91318865        0.10542467        0.00115423        0.10234532        0.00192512
       -7.89649416        0.11119029        0.00135335        0.10804725        0.00178969
       -7.87979967        0.09986299        0.00229902        0.09593303        0.00163094
       -7.86310518        0.07554536        0.00108529        0.07319030        0.00126977
       -7.84641068        0.04169448        0.00084387        0.04024164        0.00060897
       -7.82971619        0.05056046        0.00095278        0.04873861        0.00086907
       -7.81302170        0.06779578        0.00029100        0.06643386        0.00107092
       -7.79632721        0.04593959        0.00022313        0.04498834        0.00072813
       -7.77963272        0.03318942        0.00025759        0.03237429        0.00055754
       -7.76293823        0.03792750        0.00036945        0.03687032        0.00068774
       -7.74624374        0.03383111        0.00022405        0.03293643        0.00067063
       -7.72954925        0.04869459        0.00020139        0.04762458        0.00086862
       -7.71285476        0.08277009        0.00026878        0.08115872        0.00134259
       -7.69616027        0.10271467       -0.00042890        0.10172884        0.00141473
       -7.67946578        0.14763973       -0.00122844        0.14696779        0.00190037
       -7.66277129        0.17114197       -0.00086396        0.16989065        0.00211528
       -7.64607679        0.33569623       -0.00072622        0.33158923        0.00483321
       -7.62938230        0.22933686       -0.00096069        0.22694504        0.00335251
       -7.61268781        0.25931830       -0.00106366        0.25652827        0.00385370
       -7.59599332        0.27622624       -0.00089069        0.27272666        0.00439028
       -7.57929883        0.24240297       -0.00035613        0.23838606        0.00437304
       -7.56260434        0.36603681        0.00103799        0.35736145        0.00763738
       -7.54590985        0.15604450        0.00007629        0.15261840        0.00334981
       -7.52921536        0.18484456        0.00057516        0.18039628        0.00387312
       -7.51252087        0.16630275        0.00046201        0.16242661        0.00341413
       -7.49582638        0.15541263        0.00110187        0.15084336        0.00346741
       -7.47913189        0.12234648        0.00128755        0.11782238        0.00323656
       -7.46243740        0.07881975        0.00090309        0.07587336        0.00204330
       -7.44574290        0.12901241        0.00154110        0.12419568        0.00327564
       -7.42904841        0.20966458        0.00128172        0.20263427        0.00574859
       -7.41235392        0.23917858        0.00190998        0.23100050        0.00626811
       -7.39565943        0.17927311        0.00142619        0.17343837        0.00440855
       -7.37896494        0.16153625        0.00309395        0.15395023        0.00449207
       -7.36227045        0.12523296        0.00260761        0.11942826        0.00319709
       -7.34557596        0.13916470        0.00354275        0.13205267        0.00356928
       -7.32888147        0.10721098        0.00231989        0.10243330        0.00245779
       -7.31218698        0.07577538        0.00010796        0.07414626        0.00152116
       -7.29549249        0.16171965        0.00077988        0.15768747        0.00325229
       -7.27879800        0.22324098       -0.00110810        0.21964825        0.00470083
       -7.26210351        0.12828121        0.00047608        0.12484732        0.00295781
       -7.24540902        0.10164783        0.00102150        0.09830599        0.00232034
       -7.22871452        0.10514419        0.00040088        0.10232530        0.00241801
       -7.21202003        0.13159633        0.00309431        0.12492368        0.00357834
       -7.19532554        0.19872661        0.00379609        0.19038440        0.00454613
       -7.17863105        0.31955877        0.00868504        0.30267132        0.00820241
       -7.16193656        0.08763827        0.00111926        0.08450557        0.00201344
       -7.14524207        0.21545701        0.00201506        0.20918669        0.00425527
       -7.12854758        0.19738069        0.00132527        0.19247961        0.00357580
       -7.11185309        0.29547352        0.00251287        0.28725642        0.00570423
       -7.09515860        0.24688972        0.00216367        0.23960925        0.00511680
       -7.07846411        0.23475456       -0.00144469        0.23177619        0.00442305
       -7.06176962        0.24648484       -0.00008626        0.24165205        0.00491905
       -7.04507513        0.19593534       -0.00165080        0.19382606        0.00376008
       -7.02838063        0.14365722       -0.00078552        0.14164166        0.00280108
       -7.01168614        0.18555895       -0.00006681        0.18177296        0.00385280
       -6.99499165        0.15136928        0.00076310        0.14725602        0.00335015
       -6.97829716        0.16238102       -0.00003177        0.15923828        0.00317451
       -6.96160267        0.16737722        0.00086216        0.16294277        0.00357228
       -6.94490818        0.11024914        0.00033715        0.10775838        0.00215361
       -6.92821369        0.12228145        0.00156989        0.11837383        0.00233774
       -6.91151920        0.12620986        0.00313568        0.12046044        0.00261374
       -6.89482471        0.15741667        0.00353744        0.15086832        0.00301090
       -6.87813022        0.32890839        0.00928850        0.31350895        0.00611093
       -6.86143573        0.23566242        0.00156501        0.22970784        0.00438957
       -6.84474124        0.21359963        0.00152510        0.20743637        0.00463815
       -6.82804674        0.30663838        0.00443275        0.29399796        0.00820768
       -6.81135225        0.36935649        0.00577468        0.35262390        0.01095791
       -6.79465776        0.71969105        0.00558000        0.69144330        0.02266775
       -6.77796327        0.25401555        0.00118224        0.24514143        0.00769188
       -6.76126878        0.36718360        0.00179341        0.35396454        0.01142565
       -6.74457429        0.26074170       -0.00007597        0.25193000        0.00888767
       -6.72787980        0.48984741       -0.00087722        0.47510856        0.01561608
       -6.71118531        0.42837879       -0.00547912        0.41928186        0.01457604
       -6.69449082        0.60933612       -0.01464173        0.60296045        0.02101740
       -6.67779633        0.77187865       -0.01861756        0.76263398        0.02786223
       -6.66110184        0.27015606       -0.00799269        0.26429548        0.01385327
       -6.64440735        0.32138013       -0.00877067        0.30793003        0.02222077
       -6.62771285        0.90995749       -0.01296972        0.86158517        0.06134204
       -6.61101836        0.72328185       -0.00746268        0.68765745        0.04308708
       -6.59432387        0.80245695        0.00343690        0.75835631        0.04066375
       -6.57762938        0.61923204       -0.00054550        0.58487879        0.03489874
       -6.56093489        0.59564011       -0.01300114        0.57277679        0.03586446
       -6.54424040        0.44781851       -0.00355487        0.42877060        0.02260278
       -6.52754591        0.57004387        0.00170063        0.53979045        0.02855278
       -6.51085142        0.37371617        0.00271050        0.35593670        0.01506897
       -6.49415693        0.37836894        0.00579775        0.35933440        0.01323678
       -6.47746244        0.37138602        0.00657187        0.35288660        0.01192754
       -6.46076795        0.45282843        0.00902309        0.42862815        0.01517719
       -6.44407346        0.49344291        0.00599392        0.47183697        0.01561203
       -6.42737896        0.52520544        0.00407425        0.50719620        0.01393498
       -6.41068447        0.83260357        0.00672173        0.80207673        0.02380511
       -6.39398998        0.63465978        0.00795441        0.60960729        0.01709808
       -6.37729549        0.36952303        0.00325909        0.35580530        0.01045864
       -6.36060100        0.24636901        0.00030404        0.23921835        0.00684662
       -6.34390651        0.25747033        0.00252432        0.24795119        0.00699482
       -6.32721202        0.34245341       -0.00025191        0.33313181        0.00957352
       -6.31051753        0.33464146        0.00428768        0.32142389        0.00892989
       -6.29382304        0.33722663        0.00567014        0.32221716        0.00933933
       -6.27712855        0.31958366        0.00064565        0.31013076        0.00880725
       -6.26043406        0.16534337       -0.00016609        0.16080116        0.00470831
       -6.24373957        0.13703830        0.00007735        0.13304231        0.00391864
       -6.22704508        0.02518239        0.00028592        0.02415527        0.00074120
       -6.21035058        0.01587670        0.00034219        0.01502569        0.00050883
       -6.19365609        0.02287424        0.00053149        0.02156289        0.00077986
       -6.17696160        0.06827974        0.00118314        0.06459287        0.00250374
       -6.16026711        0.27044219        0.00778608        0.25316147        0.00949464
       -6.14357262        0.25658528        0.00631424        0.24198342        0.00828762
       -6.12687813        0.46863382        0.00737546        0.44844708        0.01281128
       -6.11018364        0.41213977        0.00682797        0.39446559        0.01084621
       -6.09348915        0.19721905        0.00486042        0.18663926        0.00571937
       -6.07679466        0.44405736        0.00647798        0.42578069        0.01179869
       -6.06010017        0.73548630        0.01309371        0.70093740        0.02145519
       -6.04340568        0.42432763        0.00530621        0.40761590        0.01140552
       -6.02671119        0.17512828        0.00419835        0.16578415        0.00514578
       -6.01001669        0.51614925        0.00284478        0.49849301        0.01481146
       -5.99332220        0.35700407        0.00269947        0.34433357        0.00997103
       -5.97662771        0.51846178        0.01074920        0.49281880        0.01489378
       -5.95993322        0.40333177        0.00590503        0.38644651        0.01098023
       -5.94323873        0.74501192        0.00810464        0.71837328        0.01853400
       -5.92654424        0.42300686        0.00540499        0.40832502        0.00927685
       -5.90984975        0.25123365        0.00238751        0.24375177        0.00509436
       -5.89315526        0.25155953        0.00126875        0.24605180        0.00423898
       -5.87646077        0.31941398        0.00120451        0.31335092        0.00485856
       -5.85976628        1.33675431        0.00231304        1.30597344        0.02846783
       -5.84307179        0.60120901        0.00275209        0.58501327        0.01344366
       -5.82637730        0.48551178        0.00119908        0.47655357        0.00775914
       -5.80968280        0.60024808       -0.00045649        0.58757438        0.01313020
       -5.79298831        0.79698955        0.00873652        0.76927796        0.01897507
       -5.77629382        0.30472251        0.00144520        0.29861159        0.00466572
       -5.75959933        0.21392814        0.00001484        0.21092216        0.00299114
       -5.74290484        0.63717470        0.00591318        0.61668857        0.01457295
       -5.72621035        0.29948085        0.00451475        0.28806088        0.00690522
       -5.70951586        1.23816905        0.01367637        1.19583701        0.02865568
       -5.69282137        0.52121646       -0.00020080        0.50978616        0.01163110
       -5.67612688        0.44672175        0.00754046        0.43184740        0.00733389
       -5.65943239        0.00000000        0.00000000        0.00000000        0.00000000
       -5.64273790        0.00000000        0.00000000        0.00000000        0.00000000
       -5.62604341        0.00000000        0.00000000        0.00000000        0.00000000
       -5.60934891        0.02215778       -0.00011545        0.02136823        0.00090500
       -5.59265442        0.03599456       -0.00024857        0.03481833        0.00142480
       -5.57595993        0.04961651       -0.00038899        0.04810464        0.00190085
       -5.55926544        0.11349410       -0.00063213        0.11010510        0.00402114
       -5.54257095        0.19652997        0.00009430        0.19024013        0.00619554
       -5.52587646        0.21639141        0.00222641        0.20828960        0.00587540
       -5.50918197        0.14824521        0.00077333        0.14345633        0.00401555
       -5.49248748        0.15001757        0.00151465        0.14470633        0.00379660
       -5.47579299        0.20005356        0.00368751        0.19138023        0.00498581
       -5.45909850        0.02463289       -0.00037769        0.02422726        0.00078331
       -5.44240401        0.10598231        0.00055043        0.10249295        0.00293892
       -5.42570952        0.11501589        0.00120825        0.11003236        0.00377528
       -5.40901503        0.07924508        0.00061588        0.07552284        0.00310635
       -5.39232053        0.04883594        0.00014728        0.04672840        0.00196026
       -5.37562604        0.06594481        0.00049256        0.06292750        0.00252475
       -5.35893155        0.04865433        0.00027968        0.04647869        0.00189596
       -5.34223706        0.04485236        0.00028140        0.04277366        0.00179731
       -5.32554257        0.04769995        0.00044089        0.04529716        0.00196191
       -5.30884808        0.03133696        0.00019449        0.02960662        0.00153585
       -5.29215359        0.03282884       -0.00001554        0.03099744        0.00184694
       -5.27545910        0.02081667       -0.00000114        0.01960040        0.00121741
       -5.25876461        0.01785523       -0.00002141        0.01678630        0.00109034
       -5.24207012        0.01626893       -0.00004393        0.01528256        0.00103030
       -5.22537563        0.01472634       -0.00005510        0.01382658        0.00095487
       -5.20868114        0.01226083       -0.00004843        0.01151068        0.00079858
       -5.19198664        0.01058290       -0.00005819        0.00994912        0.00069197
       -5.17529215        0.00916978       -0.00007050        0.00863744        0.00060284
       -5.15859766        0.00775642       -0.00007713        0.00732097        0.00051259
       -5.14190317        0.00634284       -0.00007808        0.00599971        0.00042121
       -5.12520868        0.00486535       -0.00007195        0.00461293        0.00032437
       -5.10851419        0.00239198       -0.00003814        0.00227086        0.00015926
       -5.09181970        0.00000000        0.00000000        0.00000000        0.00000000
       -5.07512521        0.00000000        0.00000000        0.00000000        0.00000000
       -5.05843072        0.00000000        0.00000000        0.00000000        0.00000000
       -5.04173623        0.00000000        0.00000000        0.00000000        0.00000000
       -5.02504174        0.00000000        0.00000000        0.00000000        0.00000000
       -5.00834725        0.00000000        0.00000000        0.00000000        0.00000000
       -4.99165275        0.00000000        0.00000000        0.00000000        0.00000000
       -4.97495826        0.00000000        0.00000000        0.00000000        0.00000000
       -4.95826377        0.00000000        0.00000000        0.00000000        0.00000000
       -4.94156928        0.00000000        0.00000000        0.00000000        0.00000000
       -4.92487479        0.00000000        0.00000000        0.00000000        0.00000000
       -4.90818030        0.00000000        0.00000000        0.00000000        0.00000000
       -4.89148581        0.00000000        0.00000000        0.00000000        0.00000000
       -4.87479132        0.00000000        0.00000000        0.00000000        0.00000000
       -4.85809683        0.00000000        0.00000000        0.00000000        0.00000000
       -4.84140234        0.00000000        0.00000000        0.00000000        0.00000000
       -4.82470785        0.00000000        0.00000000        0.00000000        0.00000000
       -4.80801336        0.00000000        0.00000000        0.00000000        0.00000000
       -4.79131886        0.00000000        0.00000000        0.00000000        0.00000000
       -4.77462437        0.00000000        0.00000000        0.00000000        0.00000000
       -4.75792988        0.00000000        0.00000000        0.00000000        0.00000000
       -4.74123539        0.00000000        0.00000000        0.00000000        0.00000000
       -4.72454090        0.00000000        0.00000000        0.00000000        0.00000000
       -4.70784641        0.00000000        0.00000000        0.00000000        0.00000000
       -4.69115192        0.00000000        0.00000000        0.00000000        0.00000000
       -4.67445743        0.00000000        0.00000000        0.00000000        0.00000000
       -4.65776294        0.00000000        0.00000000        0.00000000        0.00000000
       -4.64106845        0.00000000        0.00000000        0.00000000        0.00000000
       -4.62437396        0.00000000        0.00000000        0.00000000        0.00000000
       -4.60767947        0.00000000        0.00000000        0.00000000        0.00000000
       -4.59098497        0.00000000        0.00000000        0.00000000        0.00000000
       -4.57429048        0.00000000        0.00000000        0.00000000        0.00000000
       -4.55759599        0.00000000        0.00000000        0.00000000        0.00000000
       -4.54090150        0.00000000        0.00000000        0.00000000        0.00000000
       -4.52420701        0.00000000        0.00000000        0.00000000        0.00000000
       -4.50751252        0.00000000        0.00000000        0.00000000        0.00000000
       -4.49081803        0.00000000        0.00000000        0.00000000        0.00000000
       -4.47412354        0.00000000        0.00000000        0.00000000        0.00000000
       -4.45742905        0.00000000        0.00000000        0.00000000        0.00000000
       -4.44073456        0.00000000        0.00000000        0.00000000        0.00000000
       -4.42404007        0.00000000        0.00000000        0.00000000        0.00000000
       -4.40734558        0.00000000        0.00000000        0.00000000        0.00000000
       -4.39065109        0.00000000        0.00000000        0.00000000        0.00000000
       -4.37395659        0.00000000        0.00000000        0.00000000        0.00000000
       -4.35726210        0.00000000        0.00000000        0.00000000        0.00000000
       -4.34056761        0.00000000        0.00000000        0.00000000        0.00000000
       -4.32387312        0.00000000        0.00000000        0.00000000        0.00000000
       -4.30717863        0.00000000        0.00000000        0.00000000        0.00000000
       -4.29048414        0.00000000        0.00000000        0.00000000        0.00000000
       -4.27378965        0.00000000        0.00000000        0.00000000        0.00000000
       -4.25709516        0.00000000        0.00000000        0.00000000        0.00000000
       -4.24040067        0.00000000        0.00000000        0.00000000        0.00000000
       -4.22370618        0.00000000        0.00000000        0.00000000        0.00000000
       -4.20701169        0.00000000        0.00000000        0.00000000        0.00000000
       -4.19031720        0.00000000        0.00000000        0.00000000        0.00000000
       -4.17362270        0.00000000        0.00000000        0.00000000        0.00000000
       -4.15692821        0.00000000        0.00000000        0.00000000        0.00000000
       -4.14023372        0.00000000        0.00000000        0.00000000        0.00000000
       -4.12353923        0.00000000       -0.00000000        0.00000000        0.00000000
       -4.10684474        0.00000030       -0.00000001        0.00000028        0.00000003
       -4.09015025        0.00000210       -0.00000007        0.00000199        0.00000018
       -4.07345576        0.00000592       -0.00000022        0.00000561        0.00000053
       -4.05676127        0.00000737       -0.00000044        0.00000713        0.00000068
       -4.04006678        0.00000815       -0.00000076        0.00000814        0.00000077
       -4.02337229        0.00000939       -0.00000111        0.00000962        0.00000089
       -4.00667780        0.00001484       -0.00000243        0.00001586        0.00000142
       -3.98998331        0.00001569       -0.00000319        0.00001729        0.00000159
       -3.97328881        0.00001607       -0.00000376        0.00001814        0.00000169
       -3.95659432        0.00001419       -0.00000309        0.00001585        0.00000144
       -3.93989983        0.00001586       -0.00000319        0.00001747        0.00000158
       -3.92320534        0.00002606       -0.00000368        0.00002707        0.00000266
       -3.90651085        0.00001520       -0.00000418        0.00001782        0.00000156
       -3.88981636        0.00001463       -0.00000460        0.00001780        0.00000144
       -3.87312187        0.00001266       -0.00000319        0.00001461        0.00000124
       -3.85642738        0.00001522       -0.00000325        0.00001693        0.00000153
       -3.83973289        0.00002494       -0.00000317        0.00002573        0.00000238
       -3.82303840        0.00004197       -0.00000410        0.00004270        0.00000337
       -3.80634391        0.00002585       -0.00000648        0.00003007        0.00000226
       -3.78964942        0.00004758       -0.00000997        0.00005355        0.00000399
       -3.77295492        0.00009649       -0.00001576        0.00010363        0.00000861
       -3.75626043        0.00009077       -0.00001928        0.00010061        0.00000943
       -3.73956594        0.00008152       -0.00001589        0.00008955        0.00000786
       -3.72287145        0.00006249       -0.00000925        0.00006603        0.00000571
       -3.70617696        0.00005640       -0.00001131        0.00006201        0.00000571
       -3.68948247        0.00006778       -0.00001155        0.00007215        0.00000718
       -3.67278798        0.00006218       -0.00001305        0.00006842        0.00000681
       -3.65609349        0.00005802       -0.00001070        0.00006236        0.00000636
       -3.63939900        0.00005358       -0.00001152        0.00005960        0.00000550
       -3.62270451        0.00004516       -0.00000869        0.00004909        0.00000476
       -3.60601002        0.00005346       -0.00001157        0.00005923        0.00000580
       -3.58931553        0.00003499       -0.00000748        0.00003861        0.00000385
       -3.57262104        0.00003907       -0.00000850        0.00004295        0.00000462
       -3.55592654        0.00004734       -0.00001140        0.00005280        0.00000593
       -3.53923205        0.00004546       -0.00001112        0.00005082        0.00000576
       -3.52253756        0.00069471       -0.00005794        0.00063929        0.00011336
       -3.50584307        0.00089777       -0.00007322        0.00082295        0.00014803
       -3.48914858        0.00050062       -0.00004283        0.00046163        0.00008182
       -3.47245409        0.00104153       -0.00009410        0.00095885        0.00017679
       -3.45575960        0.00135044       -0.00012274        0.00124242        0.00023075
       -3.43906511        0.00114727       -0.00010843        0.00105984        0.00019586
       -3.42237062        0.00078679       -0.00007094        0.00072374        0.00013399
       -3.40567613        0.00038698       -0.00003538        0.00035767        0.00006470
       -3.38898164        0.00007144       -0.00000981        0.00007147        0.00000979
       -3.37228715        0.00002927       -0.00000662        0.00003264        0.00000326
       -3.35559265        0.00024652       -0.00006055        0.00025352        0.00005356
       -3.33889816        0.00145242       -0.00050747        0.00157558        0.00038431
       -3.32220367        0.00292664       -0.00144269        0.00338117        0.00098815
       -3.30550918        0.00231334       -0.00053674        0.00235978        0.00049030
       -3.28881469        0.00175456       -0.00038091        0.00177658        0.00035888
       -3.27212020        0.00028642       -0.00005953        0.00029071        0.00005524
       -3.25542571        0.00003818       -0.00000937        0.00004334        0.00000422
       -3.23873122        0.00040991       -0.00013814        0.00044828        0.00009976
       -3.22203673        0.00263147       -0.00110861        0.00297080        0.00076928
       -3.20534224        0.00026752       -0.00044150        0.00048753        0.00022149
       -3.18864775        0.00021568       -0.00043864        0.00044014        0.00021417
       -3.17195326        0.00009686       -0.00014902        0.00017242        0.00007346
       -3.15525876        0.00006501       -0.00005070        0.00009128        0.00002443
       -3.13856427        0.00021390       -0.00026415        0.00035551        0.00012254
       -3.12186978        0.00141787       -0.00164591        0.00233544        0.00072833
       -3.10517529        0.00383517       -0.00322894        0.00583932        0.00122479
       -3.08848080        0.00253165       -0.00167309        0.00351332        0.00069141
       -3.07178631        0.00110987       -0.00061540        0.00141740        0.00030787
       -3.05509182        0.00103369       -0.00053424        0.00130029        0.00026765
       -3.03839733        0.00607952       -0.00450517        0.00917704        0.00140765
       -3.02170284        0.00448671       -0.00426837        0.00714379        0.00161130
       -3.00500835        0.00137840       -0.00129642        0.00212982        0.00054499
       -2.98831386        0.00021859       -0.00044819        0.00047107        0.00019571
       -2.97161937       -0.00011841       -0.00050085        0.00017410        0.00020834
       -2.95492487       -0.00037505       -0.00104849        0.00023641        0.00043704
       -2.93823038        0.00036080       -0.00029948        0.00054835        0.00011193
       -2.92153589        0.00167232       -0.00092700        0.00229281        0.00030651
