#  aims_uuid : 4CF4697B-F09B-4DB5-AAA9-BCDA3D746416                                
#  angular momentum projected density of states for species I as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.055454 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3
       -2.74087303        5.61011949        0.02739658        5.53100280        0.03923659        0.01248353
       -2.72417854        4.10710672        0.02282991        4.04174424        0.03418836        0.00834421
       -2.70748405        4.86238647        0.02896752        4.77881071        0.04566696        0.00894129
       -2.69078956        4.53960953        0.02582361        4.46232796        0.04364738        0.00781058
       -2.67409507        6.24431198        0.03412446        6.14314634        0.05648746        0.01055373
       -2.65740058       10.48001481        0.06223247       10.31490841        0.08565742        0.01721652
       -2.64070609       12.12679429        0.05650122       11.97828078        0.07572528        0.01628701
       -2.62401160       16.84415706        0.07021120       16.66377106        0.08860665        0.02156815
       -2.60731711       18.75292360        0.08033472       18.54617861        0.09494950        0.03146077
       -2.59062262       39.89966470        0.18887254       39.40833735        0.22942758        0.07302722
       -2.57392813       27.05721362        0.12265772       26.73373022        0.14982510        0.05100058
       -2.55723364       31.24112344        0.15470687       30.83892467        0.18159707        0.06589483
       -2.54053914       34.34650045        0.18161019       33.88328432        0.20670008        0.07490586
       -2.52384465       31.37011779        0.17725736       30.92019057        0.20053104        0.07213883
       -2.50715016       47.64134840        0.28674297       46.90137630        0.33644836        0.11678077
       -2.49045567       21.90645384        0.12687124       21.58069794        0.14935099        0.04953366
       -2.47376118       23.76749716        0.13956100       23.40131163        0.17631834        0.05030619
       -2.45706669       20.62241856        0.11886447       20.30289701        0.15800029        0.04265680
       -2.44037220       20.02085599        0.11536838       19.70577269        0.15597337        0.04374155
       -2.42367771       17.47037694        0.10282224       17.18506189        0.14121975        0.04127306
       -2.40698322       11.08291302        0.06410281       10.90146757        0.09226287        0.02507977
       -2.39028873       17.90409271        0.09986481       17.61416952        0.15202092        0.03803747
       -2.37359424       32.93524014        0.18372096       32.39784138        0.28083096        0.07284684
       -2.35689975       35.94260050        0.18769729       35.37613594        0.30736774        0.07139953
       -2.34020525       27.64813882        0.14118779       27.21301754        0.24178420        0.05214929
       -2.32351076       26.95342454        0.13566930       26.51890149        0.24840845        0.05044530
       -2.30681627       20.01359444        0.08688790       19.72998615        0.16636817        0.03035223
       -2.29012178       23.74797469        0.11347714       23.37859066        0.21465221        0.04125469
       -2.27342729       16.76269252        0.06781066       16.52824051        0.14360223        0.02303912
       -2.25673280        9.32155766        0.03246636        9.20878871        0.06729003        0.01301255
       -2.24003831       21.42366052        0.05950974       21.19379045        0.14819088        0.02216945
       -2.22334382       26.10943766        0.06086305       25.87670030        0.14668942        0.02518488
       -2.20664933       17.21598276        0.05319958       17.02508967        0.11261991        0.02507361
       -2.18995484       14.92360324        0.06431672       14.70953470        0.11948950        0.03026233
       -2.17326035       13.28611467        0.04591869       13.14456558        0.07585609        0.01977431
       -2.15656586       18.79413169        0.05401136       18.60212215        0.11221574        0.02578245
       -2.13987136       24.84049276        0.04020177       24.65984595        0.12057088        0.01987416
       -2.12317687       42.13254065        0.07998307       41.79806727        0.21546682        0.03902349
       -2.10648238        9.68018679        0.01154070        9.62303452        0.03984419        0.00576739
       -2.08978789       24.80170487        0.04366945       24.63339516        0.10855781        0.01608246
       -2.07309340       24.30195672        0.04236025       24.12668110        0.11541455        0.01750083
       -2.05639891       35.99668188        0.09228465       35.69275215        0.17795361        0.03369146
       -2.03970442       29.87073750        0.07689594       29.61464037        0.14827016        0.03093104
       -2.02300993       25.64492422        0.05330444       25.46092467        0.10778552        0.02290959
       -2.00631544       27.47947935        0.04618450       27.30200185        0.11053141        0.02076159
       -1.98962095       21.43142674        0.02912794       21.30599772        0.08080608        0.01549500
       -1.97292646       16.41534233        0.02463925       16.31072697        0.06705634        0.01291977
       -1.95623197       22.50836679        0.03917836       22.34678629        0.10212448        0.02027766
       -1.93953747       19.65887760        0.04410936       19.49374746        0.09930725        0.02171352
       -1.92284298       19.10329735        0.02636997       18.98362638        0.07807479        0.01522620
       -1.90614849       20.43391651        0.03363964       20.29489334        0.08768612        0.01769740
       -1.88945400       12.40356956        0.01320748       12.33677767        0.04550803        0.00807638
       -1.87275951       14.78205907        0.01627907       14.69920673        0.05682381        0.00974946
       -1.85606502       16.46657245        0.02232182       16.36040754        0.07200371        0.01183938
       -1.83937053       17.48926564        0.01726653       17.37599252        0.08642059        0.00958601
       -1.82267604       38.62935504        0.04218383       38.37017894        0.19172997        0.02526230
       -1.80598155       22.06882783        0.02006861       21.90630389        0.12693173        0.01552361
       -1.78928706       20.11887363        0.02130989       19.96961092        0.11270010        0.01525272
       -1.77259257       28.76052935        0.03205132       28.54751723        0.15764027        0.02332052
       -1.75589808       30.25086504        0.03472659       30.01212545        0.16900699        0.03500601
       -1.73920359       52.84829543        0.05789158       52.39836160        0.32447623        0.06756602
       -1.72250909       19.08360706        0.02209705       18.92015516        0.11601034        0.02534450
       -1.70581460       29.52867987        0.02905384       29.32788097        0.13726962        0.03447544
       -1.68912011       20.93038002        0.02284050       20.75912754        0.11814615        0.03026582
       -1.67242562       38.01710799        0.03415742       37.75110930        0.18285005        0.04899122
       -1.65573113       34.62065571        0.02876481       34.38198926        0.17295942        0.03694222
       -1.63903664       43.67365424        0.04224339       43.36436416        0.22038476        0.04666194
       -1.62234215       56.96475837        0.05305318       56.57078337        0.28218465        0.05873716
       -1.60564766       18.77765220        0.01774636       18.63838693        0.09861518        0.02290373
       -1.58895317       21.42241733        0.02062615       21.25657290        0.11491177        0.03030650
       -1.57225868       61.59748763        0.05927885       61.12198847        0.33316241        0.08305791
       -1.55556419       45.60510641        0.03675139       45.28336184        0.22463211        0.06036107
       -1.53886970       54.18318490        0.04294401       53.82542481        0.25559408        0.05922199
       -1.52217520       41.52885523        0.02337940       41.27936849        0.18229736        0.04380997
       -1.50548071       40.19594873        0.02024933       39.96078128        0.17657723        0.03834089
       -1.48878622       31.73176418        0.01652621       31.55660727        0.12952823        0.02910247
       -1.47209173       43.41523806        0.02532030       43.16358325        0.17939284        0.04694167
       -1.45539724       29.63585214        0.01464199       29.48781240        0.10543399        0.02796377
       -1.43870275       32.26286710        0.01555137       32.11183491        0.10458667        0.03089415
       -1.42200826       32.17031278        0.01496975       32.02706368        0.09713702        0.03114233
       -1.40531377       44.99275588        0.02071615       44.78372712        0.14118032        0.04713230
       -1.38861928       49.26426436        0.02019198       49.04681039        0.14936686        0.04789513
       -1.37192479       47.57901389        0.01915152       47.36810586        0.14647929        0.04527722
       -1.35523030       81.39886826        0.03995859       81.02826632        0.25164024        0.07900311
       -1.33853581       64.58563875        0.03539196       64.27401369        0.20788578        0.06834731
       -1.32184131       38.68474977        0.02280674       38.48325817        0.13790472        0.04078015
       -1.30514682       25.19913299        0.01466822       25.06299361        0.09658470        0.02488647
       -1.28845233       26.24420598        0.01692208       26.08720025        0.11369045        0.02639320
       -1.27175784       37.09261564        0.02383715       36.87788800        0.15429447        0.03659603
       -1.25506335       37.25441102        0.02916817       37.01759321        0.16848869        0.03916094
       -1.23836886       43.88166085        0.03063332       43.62394278        0.17734385        0.04974090
       -1.22167437       39.22697189        0.02907571       38.98124794        0.17640310        0.04024513
       -1.20497988       21.05465353        0.01652256       20.91948672        0.09767773        0.02096651
       -1.18828539       18.34378625        0.01460047       18.21081960        0.10114279        0.01722339
       -1.17159090        3.24290947        0.00265443        3.21948869        0.01748837        0.00327798
       -1.15489641        2.14817570        0.00149506        2.13161877        0.01270685        0.00235502
       -1.13820192        3.26719513        0.00200253        3.24370330        0.01797301        0.00351629
       -1.12150742        9.96957474        0.00580358        9.91341928        0.04042457        0.00992731
       -1.10481293       39.11572806        0.02605784       38.87839805        0.17436232        0.03690984
       -1.08811844       37.92604770        0.02796949       37.66891723        0.18972744        0.03943355
       -1.07142395       62.31879755        0.03712984       61.92081534        0.29933511        0.06151726
       -1.05472946       50.68220181        0.03238674       50.35927658        0.24436676        0.04617172
       -1.03803497       25.71495549        0.01458344       25.57187906        0.10868069        0.01981231
       -1.02134048       57.12277814        0.02549014       56.78709679        0.26069179        0.04949943
       -1.00464599       93.24430260        0.04848179       92.75311530        0.36688406        0.07582144
       -0.98795150       49.69870396        0.02271152       49.44016345        0.19702135        0.03880764
       -0.97125701       21.51768519        0.00832074       21.41813447        0.07462378        0.01660620
       -0.95456252       65.73761939        0.02751123       65.41298883        0.23831219        0.05880714
       -0.93786803       43.42286812        0.01733741       43.18460514        0.16961421        0.05131136
       -0.92117353       64.76790226        0.02413762       64.44327600        0.21956222        0.08092643
       -0.90447904       47.33831813        0.01948975       47.10583555        0.15914121        0.05385162
       -0.88778455       80.27837716        0.03191538       79.94180222        0.21811581        0.08654376
       -0.87109006       43.90305944        0.01563473       43.73205618        0.11305318        0.04231536
       -0.85439557       25.76387012        0.00896487       25.65653052        0.07245842        0.02591630
       -0.83770108       22.27259711        0.00837415       22.17912551        0.06288986        0.02220759
       -0.82100659       25.02328865        0.00929469       24.92915231        0.06260291        0.02223874
       -0.80431210      144.10894458        0.05539330      143.56912290        0.35306819        0.13136018
       -0.78761761       67.09511786        0.02207064       66.85454002        0.16121039        0.05729681
       -0.77092312       44.36305249        0.01101386       44.20058073        0.11337071        0.03808719
       -0.75422863       81.87655852        0.01517793       81.59233492        0.19712606        0.07191961
       -0.73753414       97.04722393        0.01477368       96.72535081        0.22132242        0.08577702
       -0.72083965       29.98394302        0.00608678       29.88243264        0.07026085        0.02516275
       -0.70414515       20.45484403        0.00267198       20.38878459        0.04621281        0.01717465
       -0.68745066       73.20203880        0.01328802       72.95786624        0.17456524        0.05631929
       -0.67075617       32.44261140        0.00576405       32.34358302        0.07035035        0.02291398
       -0.65406168      127.54092924        0.01806813      127.21966638        0.21762139        0.08557333
       -0.63736719       68.36437726        0.01233320       68.10469745        0.19255361        0.05479300
       -0.62067270       48.82249282        0.00610228       48.65193250        0.12611291        0.03834512
       -0.60397821        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -0.58728372        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -0.57058923        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -0.55389474        4.05581568        0.00340543        4.03005800        0.01671858        0.00563368
       -0.53720025        6.62183684        0.00487606        6.57999978        0.02674463        0.01021636
       -0.52050576        9.18984470        0.00592824        9.13188017        0.03647747        0.01555882
       -0.50381126       21.03296324        0.01155007       20.89338984        0.09022246        0.03780086
       -0.48711677       36.06812765        0.01645236       35.81020464        0.17343064        0.06804002
       -0.47042228       38.85981380        0.01961749       38.55551870        0.21134177        0.07333584
       -0.45372779       29.85111587        0.01691938       29.60500536        0.17157816        0.05761296
       -0.43703330       31.19809182        0.02041302       30.91385521        0.20162836        0.06219524
       -0.42033881       43.12378873        0.02982777       42.70076722        0.30067453        0.09251921
       -0.40364432        5.67461520        0.00333023        5.62450686        0.03409257        0.01268554
       -0.38694983       23.57387766        0.01802971       23.30803925        0.19412308        0.05368562
       -0.37025534       27.35576890        0.02284487       27.03245495        0.22941466        0.07105442
       -0.35356085       20.57601184        0.01853633       20.31783716        0.18160775        0.05803060
       -0.33686636       13.18268785        0.01224998       13.01532443        0.11692773        0.03818570
       -0.32017187       17.92186157        0.01669226       17.68572101        0.16729995        0.05214834
       -0.30347737       13.58292000        0.01240078       13.40541293        0.12435855        0.04074775
       -0.28678288       12.79040110        0.01131120       12.62277040        0.11657214        0.03974736
       -0.27008839       13.84692516        0.01148932       13.66501826        0.12594033        0.04447725
       -0.25339390        9.61141577        0.00886408        9.47452297        0.09407588        0.03395284
       -0.23669941       10.49910980        0.01075878       10.34177296        0.10634698        0.04023108
       -0.22000492        6.56962817        0.00698468        6.46920453        0.06688072        0.02655824
       -0.20331043        5.67757359        0.00614177        5.58894740        0.05850080        0.02398362
       -0.18661594        5.19893290        0.00569653        5.11657486        0.05381420        0.02284731
       -0.16992145        4.71890663        0.00514110        4.64331949        0.04902443        0.02142162
       -0.15322696        3.91485836        0.00405507        3.85252125        0.04008925        0.01819278
       -0.13653247        3.37320919        0.00325721        3.32046932        0.03348998        0.01599268
       -0.11983798        2.92196087        0.00261541        2.87719101        0.02803193        0.01412253
       -0.10314348        2.47123195        0.00203076        2.43420333        0.02283071        0.01216715
       -0.08644899        2.02102244        0.00150327        1.99150630        0.01788630        0.01012656
       -0.06975450        1.55064899        0.00101831        1.52871136        0.01302408        0.00789524
       -0.05306001        0.75990177        0.00042029        0.74955730        0.00599861        0.00392557
       -0.03636552        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -0.01967103        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
       -0.00297654        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.01371795        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.03041244        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.04710693        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.06380142        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.08049591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.09719040        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.11388490        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.13057939        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.14727388        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.16396837        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.18066286        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.19735735        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.21405184        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.23074633        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.24744082        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.26413531        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.28082980        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.29752429        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.31421879        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.33091328        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.34760777        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.36430226        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.38099675        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.39769124        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.41438573        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.43108022        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.44777471        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.46446920        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.48116369        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.49785818        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.51455268        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.53124717        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.54794166        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.56463615        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.58133064        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.59802513        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.61471962        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.63141411        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.64810860        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.66480309        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.68149758        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.69819207        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.71488657        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.73158106        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.74827555        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.76497004        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.78166453        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.79835902        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.81505351        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.83174800        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.84844249        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.86513698        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.88183147        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.89852596        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.91522046        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
        0.93191495        0.00000001        0.00000000        0.00000001        0.00000000        0.00000000
        0.94860944        0.00000313        0.00000003        0.00000247        0.00000038        0.00000024
        0.96530393        0.00002101        0.00000023        0.00001734        0.00000236        0.00000109
        0.98199842        0.00005861        0.00000070        0.00004779        0.00000663        0.00000349
        0.99869291        0.00007515        0.00000079        0.00006138        0.00000868        0.00000431
        1.01538740        0.00008529        0.00000071        0.00006982        0.00001018        0.00000458
        1.03208189        0.00009913        0.00000064        0.00008141        0.00001217        0.00000491
        1.04877638        0.00016244        0.00000064        0.00013449        0.00002027        0.00000703
        1.06547087        0.00018073        0.00000020        0.00014912        0.00002336        0.00000805
        1.08216536        0.00019044       -0.00000022        0.00015580        0.00002552        0.00000933
        1.09885985        0.00015857        0.00000040        0.00012812        0.00002137        0.00000868
